latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean_2021,dhi_mean_2021,dni_mean_2021,temp_mean_2021,wind_mean_2021,sp_mean_2021
31.33,-110.34,1613.6,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.15650684931506,53.67859589041096,316.0816780821918,163.99046803652968,24.699828767123286,843.1135273972603
31.33,-110.3,1664.6875,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.31341324200912,53.46461187214612,317.2051369863014,153.8247716894977,24.839383561643835,827.0317351598173
31.33,-110.26,1723.3,-7,b'United States',b'Arizona',b'Cochise',b'None',13,30,241.1571917808219,53.56215753424657,316.56803652968034,152.6381278538813,24.89189497716895,825.1451484018265
31.33,-110.22,1486.0,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,241.9183219178082,54.13207762557077,315.84657534246577,173.9388698630137,25.017922374429222,858.6736301369863
31.33,-110.18,1375.85,-7,b'United States',b'Arizona',b'Cochise',b'None',34,130,243.4138698630137,54.35759132420091,317.315696347032,177.061301369863,25.048972602739727,863.6906392694063
31.33,-110.14,1320.45,-7,b'United States',b'Arizona',b'Cochise',b'None',60,30,244.6888698630137,53.745148401826484,319.3009703196347,181.33133561643837,25.09252283105023,870.5925799086758
31.33,-110.1,1343.375,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,245.95376712328766,52.82408675799087,322.6099885844749,178.67163242009133,25.125456621004567,866.2695776255708
31.33,-110.06,1360.7,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,245.96141552511415,53.172545662100454,322.0665525114155,177.9958904109589,25.133504566210046,865.1901255707762
31.33,-110.02,1390.05,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,246.17990867579908,53.25599315068493,322.4827054794521,175.0648401826484,25.16192922374429,860.2618721461188
31.33,-109.98,1403.8,-7,b'United States',b'Arizona',b'Cochise',b'None',7,130,246.32357305936074,53.32796803652968,322.93481735159816,174.91164383561645,25.164326484018265,859.994805936073
31.33,-109.94,1410.3,-7,b'United States',b'Arizona',b'Cochise',b'None',5302,130,245.89469178082192,53.34760273972603,322.3111301369863,173.81809360730594,25.1800799086758,857.5672374429224
31.33,-109.9,1426.5,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,245.4442922374429,53.483561643835614,321.439497716895,173.2693493150685,25.187157534246577,856.5820205479451
31.33,-109.86,1429.45,-7,b'United States',b'Arizona',b'Cochise',b'None',15,130,245.09880136986303,53.08961187214612,321.55045662100457,172.5571917808219,25.21461187214612,855.1946347031964
31.33,-109.82,1407.8,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,244.0615296803653,53.298972602739724,319.6840182648402,174.84994292237442,25.323059360730593,858.4157534246575
31.33,-109.78,1360.8,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,243.44206621004565,54.2152397260274,316.95131278538815,177.52260273972604,25.38590182648402,862.5664383561644
31.33,-109.74,1322.75,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,244.3071917808219,54.363013698630134,317.6416095890411,180.5728310502283,25.697374429223743,866.9541095890411
31.33,-109.7,1287.125,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,245.01809360730593,53.73127853881279,319.3067351598174,181.85091324200914,25.84286529680365,868.8581050228311
31.33,-109.66,1259.8,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,245.72893835616438,53.220319634703195,320.32351598173517,184.65667808219177,26.331678082191782,872.9081621004566
31.33,-109.62,1229.1,-7,b'United States',b'Arizona',b'Cochise',b'None',137,130,245.49389269406393,52.49737442922375,320.1560502283105,185.4775114155251,26.48087899543379,874.1119863013698
31.33,-109.58,1210.0,-7,b'United States',b'Arizona',b'Cochise',b'None',17845,130,244.9291095890411,52.330479452054796,319.0821917808219,186.88607305936074,26.745319634703197,876.1502853881278
31.33,-109.54,1233.7,-7,b'United States',b'Arizona',b'Cochise',b'Agua Prieta',46191,130,245.21689497716895,51.90530821917808,320.11204337899545,185.90593607305937,26.934303652968037,874.3382420091324
31.33,-109.5,1272.625,-7,b'United States',b'Arizona',b'Cochise',b'None',1901,130,245.52014840182648,52.330764840182646,320.47425799086756,183.13304794520548,27.057762557077627,869.6563356164384
31.33,-109.46,1332.4,-7,b'United States',b'Arizona',b'Cochise',b'None',29,130,246.20981735159816,51.84446347031963,323.0337899543379,177.5279109589041,27.161586757990868,860.422203196347
31.33,-109.42,1397.65,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,246.05222602739727,51.83898401826484,323.1369292237443,173.40222602739726,27.21603881278539,853.6477739726027
31.33,-109.38,1332.7,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,244.72397260273974,52.547203196347034,319.73727168949773,181.72539954337898,27.224942922374428,867.1138698630137
31.33,-109.34,1234.95,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,244.086301369863,53.167922374429224,317.55998858447487,184.5521689497717,27.22517123287671,871.7142694063926
31.33,-109.3,1180.9375,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,242.1513698630137,53.777054794520545,312.7803082191781,190.24720319634704,27.22939497716895,880.5691780821918
31.33,-109.26,1147.65,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,241.54731735159817,54.208390410958906,311.14720319634705,191.7377283105023,27.22585616438356,882.9904109589041
31.33,-109.22,1171.1,-7,b'United States',b'Arizona',b'Cochise',b'None',7,130,242.3714611872146,53.512043378995436,313.59600456621007,190.6394406392694,27.22665525114155,881.0805936073059
31.33,-109.18,1226.45,-7,b'United States',b'Arizona',b'Cochise',b'None',17,130,242.6767123287671,53.44366438356165,314.3650114155251,188.67357305936073,27.255479452054793,877.7622146118722
31.33,-109.14,1280.5,-7,b'United States',b'Arizona',b'Cochise',b'None',20,130,242.4115296803653,53.56192922374429,314.23333333333335,183.95325342465753,27.42437214611872,869.96649543379
31.33,-109.1,1335.5625,-7,b'United States',b'Arizona',b'Cochise',b'None',6,130,241.62939497716894,53.84788812785388,312.38755707762556,182.54520547945205,27.659075342465755,867.6839041095891
31.33,-109.06,1378.1,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,241.55941780821917,53.94794520547945,312.3740296803653,180.94657534246576,27.809760273972604,865.1208904109589
31.37,-111.18,1294.68,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',33,140,243.6591894977169,51.91033105022831,321.41563926940637,182.92248858447488,25.11683789954338,872.0013127853881
31.37,-111.14,1385.16,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',7,130,243.84046803652967,52.11078767123288,322.2203196347032,176.9162100456621,25.107020547945204,862.0666666666667
31.37,-111.1,1319.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,243.10981735159817,52.384246575342466,320.3104452054794,185.5531392694064,25.075114155251143,876.1236872146119
31.37,-111.06,1278.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',14,130,243.02277397260275,52.65707762557078,319.6941210045662,188.04617579908677,25.0550799086758,880.2350456621004
31.37,-111.02,1255.56,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,242.1691780821918,52.726141552511415,317.74115296803654,189.2919520547945,24.963356164383562,882.4503424657535
31.37,-110.98,1184.16,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',3057,130,241.748801369863,52.67151826484018,315.7319634703196,192.47197488584476,24.92134703196347,887.7599315068493
31.37,-110.94,1159.56,-7,b'United States',b'Arizona',b'Santa Cruz',b'Nogales',9556,130,241.90028538812786,52.73864155251142,315.18407534246575,194.1263698630137,24.776712328767122,890.7929223744292
31.37,-110.9,1197.75,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1897,130,242.15376712328768,52.13675799086758,316.43327625570777,192.19623287671232,24.739554794520547,887.7291666666666
31.37,-110.86,1160.76,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',344,30,242.2423515981735,51.663641552511415,316.6662100456621,196.2553082191781,24.68904109589041,894.6817351598173
31.37,-110.82,1181.44,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',105,30,241.2638698630137,52.18304794520548,314.96455479452055,192.6589611872146,24.663584474885845,889.1256278538813
31.37,-110.78,1320.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,130,241.13864155251142,51.97140410958904,316.5466324200913,188.42574200913242,24.66404109589041,882.3265410958904
31.37,-110.74,1648.72,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,70,241.96181506849314,51.537157534246575,321.21586757990866,158.2464611872146,24.680650684931507,834.5478881278539
31.37,-110.7,1766.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',18,70,240.20279680365297,52.881278538812786,317.0091324200913,151.68441780821917,24.682705479452054,824.4756849315069
31.37,-110.66,1553.2,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',9,130,239.40570776255709,53.890068493150686,313.1701484018265,173.58972602739726,24.689383561643837,859.1103881278539
31.37,-110.62,1477.64,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',23,130,241.64115296803652,52.76558219178082,317.9776826484018,175.22631278538813,24.689383561643837,861.7427511415525
31.37,-110.58,1441.92,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',8,130,240.451198630137,53.726141552511415,313.23972602739724,177.15302511415524,24.688413242009133,864.7879566210046
31.37,-110.54,1507.88,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,30,240.83087899543378,53.49845890410959,314.37494292237443,174.23099315068492,24.686187214611873,860.0844178082192
31.37,-110.5,1555.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',4,130,242.33413242009132,52.88658675799087,318.9795662100457,171.61752283105022,24.679851598173517,855.8236872146118
31.37,-110.46,1606.92,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,241.45251141552512,53.49942922374429,316.5736872146119,164.08618721461187,24.672317351598174,843.7252853881279
31.37,-110.42,1659.28,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,241.72528538812784,53.22488584474886,318.2626712328767,160.98647260273972,24.681392694063927,838.7058789954337
31.37,-110.38,1673.92,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,240.3199200913242,54.30239726027397,314.69189497716894,159.63972602739727,24.71934931506849,836.4566780821917
31.37,-110.34,1768.0,-7,b'United States',b'Arizona',b'Cochise',b'None',0,140,238.9736301369863,54.98818493150685,312.30776255707764,156.1320776255708,24.75296803652968,830.900799086758
31.37,-110.3,2157.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,240.10656392694065,54.88042237442922,316.4291095890411,115.52574200913241,24.895376712328765,769.296803652968
31.37,-110.26,2021.24,-7,b'United States',b'Arizona',b'Cochise',b'None',3,70,239.1322488584475,55.19263698630137,312.7188926940639,138.90593607305937,24.949086757990866,804.1190639269406
31.37,-110.22,1582.16,-7,b'United States',b'Arizona',b'Cochise',b'None',320,130,242.37654109589042,54.22962328767123,317.1623858447489,172.60519406392694,25.068036529680366,856.6176369863014
31.37,-110.18,1377.92,-7,b'United States',b'Arizona',b'Cochise',b'None',197,130,244.6535388127854,53.71986301369863,320.34514840182646,176.05844748858448,25.091210045662102,862.1529109589042
31.37,-110.14,1313.56,-7,b'United States',b'Arizona',b'Cochise',b'None',854,130,244.10587899543378,54.11815068493151,318.1670091324201,180.0715182648402,25.124429223744293,868.6530821917809
31.37,-110.1,1301.55,-7,b'United States',b'Arizona',b'Cochise',b'None',76,130,244.85262557077627,53.36318493150685,320.1037671232877,180.0732876712329,25.147831050228312,868.6694634703197
31.37,-110.06,1326.76,-7,b'United States',b'Arizona',b'Cochise',b'None',67,130,244.87682648401827,53.336358447488585,319.8565639269406,179.33116438356166,25.161586757990868,867.3622716894977
31.37,-110.02,1359.44,-7,b'United States',b'Arizona',b'Cochise',b'None',19,130,244.78527397260274,54.08276255707762,319.1043378995434,175.10399543378995,25.16632420091324,860.5112442922374
31.37,-109.98,1438.64,-7,b'United States',b'Arizona',b'Cochise',b'None',10,130,245.3228310502283,53.50998858447488,321.63053652968034,172.7433789954338,25.167123287671235,856.697203196347
31.37,-109.94,1462.44,-7,b'United States',b'Arizona',b'Cochise',b'None',677,130,245.3269406392694,53.52425799086758,321.5987442922374,169.88555936073058,25.171061643835618,852.0146689497717
31.37,-109.9,1476.45,-7,b'United States',b'Arizona',b'Cochise',b'None',42,130,245.41837899543378,53.617351598173514,321.64406392694065,168.99349315068494,25.176255707762557,850.0864155251141
31.37,-109.86,1476.72,-7,b'United States',b'Arizona',b'Cochise',b'None',77,130,245.1322488584475,53.02311643835616,322.5424086757991,168.59600456621004,25.21775114155251,849.0316780821918
31.37,-109.82,1492.04,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,244.56432648401827,52.99577625570776,321.7756278538813,169.37197488584474,25.288470319634705,849.9010844748858
31.37,-109.78,1376.72,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,243.8742579908676,53.971518264840185,318.6091894977169,178.9533105022831,25.44343607305936,864.9557648401826
31.37,-109.74,1295.52,-7,b'United States',b'Arizona',b'Cochise',b'None',129,130,245.58281963470318,53.16432648401827,321.7877283105023,182.20268264840183,25.703995433789956,869.8336187214612
31.37,-109.7,1268.6,-7,b'United States',b'Arizona',b'Cochise',b'None',597,130,245.3964611872146,53.65593607305936,319.6822488584475,182.93761415525114,25.879794520547946,870.8369863013698
31.37,-109.66,1249.72,-7,b'United States',b'Arizona',b'Cochise',b'None',66,130,245.550799086758,53.388812785388126,319.28727168949774,184.94343607305936,26.466495433789955,873.5570205479452
31.37,-109.62,1221.4,-7,b'United States',b'Arizona',b'Cochise',b'None',71,130,245.38658675799087,52.823344748858446,319.7738584474886,185.6708904109589,26.648116438356166,874.5978881278539
31.37,-109.58,1215.04,-7,b'United States',b'Arizona',b'Cochise',b'None',1524,130,243.98407534246576,53.05142694063927,316.5442922374429,186.56312785388127,26.92505707762557,875.787100456621
31.37,-109.54,1237.44,-7,b'United States',b'Arizona',b'Cochise',b'None',5638,130,244.7820205479452,52.18413242009132,319.026198630137,185.2646689497717,27.097431506849315,873.4528538812785
31.37,-109.5,1269.4,-7,b'United States',b'Arizona',b'Cochise',b'None',26,130,244.4623287671233,53.016438356164386,317.5405821917808,181.93835616438355,27.226940639269408,867.8589611872146
31.37,-109.46,1340.92,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,245.49680365296803,52.16472602739726,321.111301369863,173.82602739726028,27.264840182648403,854.6703767123288
31.37,-109.42,1484.08,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,245.4609589041096,52.160787671232875,321.9877283105023,171.19811643835615,27.287728310502285,850.3828767123288
31.37,-109.38,1338.32,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,243.98196347031964,52.75759132420092,318.16729452054796,181.91341324200914,27.292123287671235,867.701598173516
31.37,-109.34,1244.56,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,243.6066780821918,53.22785388127854,316.50958904109586,184.39800228310503,27.292123287671235,871.7509703196347
31.37,-109.3,1210.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,243.05165525114154,52.84708904109589,315.8627283105023,188.16923515981736,27.29206621004566,877.5446347031964
31.37,-109.26,1193.2,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.02134703196347,53.6726598173516,313.0060502283105,188.93470319634704,27.289611872146118,878.7471461187215
31.37,-109.22,1197.2,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,243.24457762557077,52.91158675799087,316.17066210045664,188.9316210045662,27.294463470319634,878.6084474885845
31.37,-109.18,1245.72,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.29942922374428,54.07825342465753,313.01689497716893,187.8105593607306,27.33076484018265,876.6513698630137
31.37,-109.14,1299.04,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.57676940639269,53.59617579908676,314.5832191780822,183.2900114155251,27.506735159817353,869.1627853881279
31.37,-109.1,1399.85,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.22973744292239,53.51478310502283,314.4865296803653,176.05433789954338,27.768607305936072,857.4496575342466
31.37,-109.06,1452.92,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.5093607305936,53.778196347031965,313.28099315068494,174.20068493150686,27.947260273972603,854.5091324200913
31.41,-111.3,1213.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,120,244.68356164383562,51.21095890410959,323.824200913242,185.8829908675799,25.125970319634703,876.875399543379
31.41,-111.26,1219.96,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,110,243.39463470319635,51.801769406392694,320.95028538812784,190.8912100456621,25.124143835616437,885.0789383561644
31.41,-111.22,1234.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,243.65062785388128,51.662214611872145,321.60616438356163,191.90154109589042,25.124029680365297,886.7379566210045
31.41,-111.18,1272.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',2,140,243.49651826484018,52.19566210045662,320.79172374429226,185.1146689497717,25.12420091324201,875.4222602739726
31.41,-111.14,1475.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,140,244.32357305936074,52.174029680365294,323.39349315068495,176.78036529680367,25.115867579908677,861.9082762557077
31.41,-111.1,1333.65,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,242.09954337899543,52.98995433789954,318.0357305936073,186.4476598173516,25.102853881278538,877.6900684931506
31.41,-111.06,1177.28,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',10,130,241.58487442922373,53.5162100456621,315.9921803652968,192.4130707762557,25.087100456621005,887.5159817351598
31.41,-111.02,1180.28,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',175,30,241.90536529680367,52.461415525114155,316.8482305936073,190.61147260273972,24.991438356164384,884.6667808219178
31.41,-110.98,1123.24,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1474,30,241.21021689497718,52.65433789954338,314.03247716894975,195.79697488584475,24.96563926940639,893.3562785388128
31.41,-110.94,1125.36,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1237,130,241.07922374429225,52.77300228310502,312.93961187214614,191.1078196347032,24.8,885.887899543379
31.41,-110.9,1116.1,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',55,130,241.74474885844748,52.09885844748858,314.21843607305937,199.0,24.775171232876712,899.0969748858447
31.41,-110.86,1144.52,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',87,130,240.55268264840183,53.4199200913242,311.0570205479452,196.2668378995434,24.68904109589041,894.906906392694
31.41,-110.82,1240.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.36986301369862,53.528196347031965,311.8900114155251,187.2900114155251,24.68681506849315,880.5365867579909
31.41,-110.78,1453.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.02077625570777,53.61084474885845,312.96535388127853,177.7476598173516,24.683561643835617,865.268607305936
31.41,-110.74,1703.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,70,239.39868721461187,54.15821917808219,313.24543378995435,158.2743721461187,24.691552511415527,834.9941210045662
31.41,-110.7,1691.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',14,70,238.9247716894977,54.06181506849315,313.5762557077626,162.73624429223744,24.694463470319636,842.0302511415525
31.41,-110.66,1596.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',17,130,239.86575342465753,53.93190639269407,315.208904109589,171.0720890410959,24.69549086757991,855.1957762557078
31.41,-110.62,1512.72,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',23,130,240.41215753424657,53.891780821917806,315.23670091324203,173.41626712328767,24.699029680365296,859.0150684931507
31.41,-110.58,1467.24,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.24891552511414,53.64686073059361,312.8814497716895,176.71352739726026,24.693778538812786,864.168093607306
31.41,-110.54,1521.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,110,241.1390410958904,52.49834474885845,317.1054223744292,174.1118721461187,24.694235159817353,860.0846461187215
31.41,-110.5,1589.95,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.64206621004567,53.56118721461187,315.21883561643835,169.73590182648402,24.68812785388128,852.8613584474886
31.41,-110.46,1638.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,239.7837899543379,53.978824200913245,314.48915525114154,163.1904680365297,24.693721461187213,842.4565639269406
31.41,-110.42,1731.12,-7,b'United States',b'Arizona',b'Cochise',b'None',10,140,239.34794520547945,54.99486301369863,313.2792237442922,160.45519406392694,24.687671232876713,838.0229452054795
31.41,-110.38,1925.72,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,238.28019406392693,56.26466894977169,311.1228310502283,152.3029109589041,24.734988584474888,825.0871575342466
31.41,-110.34,2237.56,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,238.160901826484,57.63807077625571,311.3283675799087,119.08316210045662,24.77848173515982,774.9074771689498
31.41,-110.3,2352.0,-7,b'United States',b'Arizona',b'Cochise',b'None',2,70,239.01889269406394,57.9912100456621,313.1101598173516,115.07043378995434,24.910559360730595,768.6607305936074
31.41,-110.26,1793.4,-7,b'United States',b'Arizona',b'Cochise',b'None',533,70,239.07956621004567,55.910559360730595,310.9430936073059,153.01666666666668,24.9861301369863,825.8670662100457
31.41,-110.22,1459.2,-7,b'United States',b'Arizona',b'Cochise',b'None',452,130,242.84366438356165,53.84149543378995,318.25987442922377,169.06792237442923,25.054680365296804,851.019691780822
31.41,-110.18,1373.52,-7,b'United States',b'Arizona',b'Cochise',b'None',223,130,243.0663812785388,53.72711187214612,317.62979452054793,176.2175799086758,25.115296803652967,862.4786529680365
31.41,-110.14,1316.36,-7,b'United States',b'Arizona',b'Cochise',b'None',380,130,243.5505707762557,53.026940639269405,318.6082762557078,179.5574200913242,25.1412100456621,867.8866438356164
31.41,-110.1,1287.3,-7,b'United States',b'Arizona',b'Cochise',b'None',148,130,244.34417808219177,52.770833333333336,319.87414383561645,180.27699771689498,25.159246575342465,869.1743150684931
31.41,-110.06,1342.64,-7,b'United States',b'Arizona',b'Cochise',b'None',25,130,244.27003424657534,53.708504566210046,318.5933219178082,178.3865296803653,25.163070776255708,865.8727168949772
31.41,-110.02,1426.04,-7,b'United States',b'Arizona',b'Cochise',b'None',17,130,245.049600456621,53.7296803652968,320.4901826484018,171.0886415525114,25.16335616438356,854.1186643835616
31.41,-109.98,1603.16,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,244.700399543379,54.10428082191781,320.365296803653,162.75884703196348,25.162328767123288,840.8756849315068
31.41,-109.94,1732.8,-7,b'United States',b'Arizona',b'Cochise',b'None',1625,130,244.0049086757991,54.58550228310502,319.3585616438356,150.4595319634703,25.164668949771688,821.496289954338
31.41,-109.9,1601.65,-7,b'United States',b'Arizona',b'Cochise',b'None',1817,130,243.44577625570776,54.38481735159817,318.6949200913242,155.15005707762558,25.16689497716895,828.7840753424657
31.41,-109.86,1555.76,-7,b'United States',b'Arizona',b'Cochise',b'None',1491,130,243.11632420091325,54.70622146118721,317.7974315068493,164.31689497716894,25.179166666666667,843.121289954338
31.41,-109.82,1533.84,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,244.96244292237444,52.88396118721461,323.0357305936073,173.12345890410958,25.259646118721463,856.185901826484
31.41,-109.78,1315.76,-7,b'United States',b'Arizona',b'Cochise',b'None',29,130,244.75770547945206,53.35747716894977,320.8631278538813,178.9208904109589,25.319235159817353,865.3519406392694
31.41,-109.74,1264.32,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,246.2457191780822,52.3722602739726,323.8058789954338,183.6019406392694,25.6962899543379,872.3059360730593
31.41,-109.7,1242.25,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,245.44600456621004,53.0,320.6736301369863,184.11044520547946,25.893093607305936,872.9162671232876
31.41,-109.66,1228.4,-7,b'United States',b'Arizona',b'Cochise',b'None',11,130,245.39457762557078,52.861472602739724,320.29680365296804,185.8080479452055,26.564440639269407,875.1074200913242
31.41,-109.62,1219.28,-7,b'United States',b'Arizona',b'Cochise',b'None',41,130,244.52340182648402,53.07083333333333,317.85222602739725,186.2492579908676,26.757876712328766,875.6501141552511
