latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean2022,dni_mean2022,dhi_mean2022,temp_mean2022,wind_mean2022,sp_mean2022
31.33,-110.3,1664.6875,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,233.77237442922373,298.26204337899543,55.352739726027394,156.14086757990867,25.337157534246575,843.9265410958905
31.33,-110.26,1723.3,-7,b'United States',b'Arizona',b'Cochise',b'None',13,30,232.15827625570776,294.0420091324201,56.489098173515984,156.03550228310502,25.353196347031965,843.7159246575343
31.33,-110.22,1486.0,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,233.59252283105022,296.3160388127854,56.2134703196347,166.98453196347032,25.404794520547945,861.0916666666667
31.33,-110.18,1375.85,-7,b'United States',b'Arizona',b'Cochise',b'None',34,130,236.9603881278539,301.78972602739725,55.44320776255708,169.1699200913242,25.415296803652968,864.5935502283105
31.33,-110.14,1320.45,-7,b'United States',b'Arizona',b'Cochise',b'None',60,30,237.24583333333334,299.90205479452055,56.12117579908676,170.26900684931508,25.450342465753426,866.3381849315068
31.33,-110.1,1343.375,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,239.6853310502283,305.9151826484018,54.59417808219178,168.2553082191781,25.459703196347032,863.0871575342466
31.33,-110.06,1360.7,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,239.6919520547945,304.2287100456621,55.397260273972606,167.60713470319635,25.464326484018265,862.0344178082191
31.33,-110.02,1390.05,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,239.85530821917808,303.82688356164385,55.939611872146116,164.03236301369864,25.499714611872147,856.0382420091324
31.33,-109.98,1403.8,-7,b'United States',b'Arizona',b'Cochise',b'None',7,130,241.1329908675799,308.25051369863013,54.4435502283105,163.94052511415526,25.501655251141553,855.8693493150685
31.33,-109.94,1410.3,-7,b'United States',b'Arizona',b'Cochise',b'None',5302,130,239.7152397260274,303.98801369863014,55.852739726027394,164.0420091324201,25.51529680365297,855.3483447488585
31.33,-109.9,1426.5,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,239.8531392694064,305.17174657534247,55.2759703196347,164.25279680365296,25.52414383561644,855.596404109589
31.33,-109.86,1429.45,-7,b'United States',b'Arizona',b'Cochise',b'None',15,130,238.94200913242008,302.9189497716895,55.89817351598173,165.71067351598174,25.576655251141553,857.6064497716895
31.33,-109.82,1407.8,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,238.311301369863,300.6473173515982,56.75034246575343,168.11324200913242,25.65291095890411,861.1923515981736
31.33,-109.78,1360.8,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,238.72705479452054,301.1599315068493,56.74697488584475,168.2267694063927,25.70582191780822,861.2172374429224
31.33,-109.74,1322.75,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,238.8671803652968,300.6428652968037,57.12180365296803,168.45724885844749,25.97791095890411,861.0892694063926
31.33,-109.7,1287.125,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,239.675,302.84885844748857,56.27420091324201,170.88082191780822,26.09646118721461,864.8520547945205
31.33,-109.66,1259.8,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,240.4730593607306,304.1527397260274,55.99880136986302,174.91301369863012,26.498059360730593,870.9171803652968
31.33,-109.62,1229.1,-7,b'United States',b'Arizona',b'Cochise',b'None',137,130,240.80262557077626,304.67003424657537,55.69714611872146,175.91598173515982,26.627054794520546,872.3958904109589
31.33,-109.58,1210.0,-7,b'United States',b'Arizona',b'Cochise',b'None',17845,130,240.95131278538813,305.8685502283105,54.76261415525114,178.55884703196347,26.939269406392693,876.3450913242009
31.33,-109.54,1233.7,-7,b'United States',b'Arizona',b'Cochise',b'Agua Prieta',46191,130,241.49600456621005,306.33413242009135,54.46769406392694,177.1792808219178,27.01986301369863,873.9789954337899
31.33,-109.5,1272.625,-7,b'United States',b'Arizona',b'Cochise',b'None',1901,130,240.9935502283105,305.0424086757991,55.34925799086758,172.23304794520547,27.182591324200914,865.6571917808219
31.33,-109.46,1332.4,-7,b'United States',b'Arizona',b'Cochise',b'None',29,130,241.8538812785388,308.5601598173516,54.31649543378995,168.61558219178082,27.24771689497717,859.669691780822
31.33,-109.42,1397.65,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.33727168949773,307.57077625570776,54.663584474885845,166.93344748858448,27.319520547945206,856.7022260273973
31.33,-109.38,1332.7,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,240.0345890410959,305.4933219178082,54.82283105022831,171.82574200913243,27.332705479452056,864.5943493150685
31.33,-109.34,1234.95,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,239.41900684931508,302.8606735159817,56.00456621004566,175.36706621004566,27.335559360730592,870.3676940639269
31.33,-109.3,1180.9375,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,238.22425799086759,299.6466894977169,56.49931506849315,182.39212328767124,27.34634703196347,881.3658675799087
31.33,-109.26,1147.65,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,237.8603310502283,298.91655251141555,56.07100456621004,184.02505707762558,27.348401826484018,884.0327625570776
31.33,-109.22,1171.1,-7,b'United States',b'Arizona',b'Cochise',b'None',7,130,238.89737442922373,302.67174657534247,55.14988584474886,182.30159817351597,27.360216894977167,881.0944634703196
31.33,-109.18,1226.45,-7,b'United States',b'Arizona',b'Cochise',b'None',17,130,238.29400684931508,301.00639269406395,55.77494292237443,178.999600456621,27.416666666666668,875.573801369863
31.33,-109.14,1280.5,-7,b'United States',b'Arizona',b'Cochise',b'None',20,130,237.96923515981734,300.78818493150686,55.656107305936075,177.44303652968037,27.53436073059361,872.9475456621004
31.33,-109.1,1335.5625,-7,b'United States',b'Arizona',b'Cochise',b'None',6,130,236.98852739726027,297.6240867579909,56.301997716894974,174.07100456621004,27.895662100456622,867.366095890411
31.33,-109.06,1378.1,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,238.18310502283106,301.26609589041095,55.4412100456621,168.4618721461187,28.05673515981735,858.2918378995433
31.37,-111.18,1294.68,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',33,140,240.1351598173516,307.8205479452055,54.16312785388128,173.78544520547945,26.243835616438357,871.463698630137
31.37,-111.14,1385.16,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',7,130,239.71432648401827,306.9233447488584,54.754851598173516,171.57751141552512,26.21786529680365,867.5946347031963
31.37,-111.1,1319.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,238.8410388127854,305.21478310502283,54.727511415525115,176.49069634703196,26.178881278538814,875.5748287671233
31.37,-111.06,1278.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',14,130,239.50610730593607,306.70416666666665,54.301997716894974,178.99737442922375,26.152397260273972,879.6905251141552
31.37,-111.02,1255.56,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,238.7943493150685,305.05199771689496,54.34600456621005,180.2775114155251,26.015582191780823,881.8970319634703
31.37,-110.98,1184.16,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',3057,130,237.6953196347032,301.57528538812784,54.536986301369865,183.47454337899543,25.950114155251143,887.2061643835616
31.37,-110.94,1159.56,-7,b'United States',b'Arizona',b'Santa Cruz',b'Nogales',9556,130,236.7406392694064,299.89503424657534,54.83293378995434,185.15776255707763,25.73247716894977,890.2320205479452
31.37,-110.9,1197.75,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1897,130,236.6009703196347,300.62083333333334,54.44891552511415,183.2322488584475,25.667865296803654,887.1609018264841
31.37,-110.86,1160.76,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',344,30,236.29554794520547,299.71552511415524,54.27614155251142,187.31238584474886,25.580365296803652,894.1125570776255
31.37,-110.82,1181.44,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',105,30,235.5666095890411,298.8031392694064,54.49686073059361,183.72351598173515,25.53898401826484,888.5384132420091
31.37,-110.78,1320.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,130,234.91021689497717,299.10313926940637,54.477340182648405,179.50148401826485,25.53504566210046,881.7372716894977
31.37,-110.74,1648.72,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,70,235.08727168949773,302.36632420091325,53.91461187214612,149.32066210045662,25.546061643835618,833.9521689497717
31.37,-110.7,1766.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',18,70,233.36826484018266,298.2131278538813,55.08864155251142,142.76147260273973,25.547659817351597,823.8733447488585
31.37,-110.66,1553.2,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',9,130,233.65325342465752,296.8323630136986,55.72140410958904,164.66375570776256,25.553139269406394,858.4953767123287
31.37,-110.62,1477.64,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',23,130,237.04320776255707,304.27220319634705,54.47865296803653,166.3074200913242,25.553196347031964,861.129394977169
31.37,-110.58,1441.92,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',8,130,235.8478310502283,299.73390410958905,55.51438356164383,168.2288812785388,25.549657534246574,864.1778538812786
31.37,-110.54,1507.88,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,30,235.72762557077627,300.764098173516,55.141723744292236,165.32214611872146,25.54349315068493,859.4675799086758
31.37,-110.5,1555.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',4,130,236.0170091324201,303.3799086757991,54.887442922374426,162.7136415525114,25.531963470319635,855.2123287671233
31.37,-110.46,1606.92,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,234.80399543378996,299.96324200913244,55.81352739726027,155.18892694063928,25.50502283105023,843.1188356164383
31.37,-110.42,1659.28,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,234.53852739726028,300.1234589041096,55.64343607305936,152.0894406392694,25.470547945205478,838.1
31.37,-110.38,1673.92,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,231.95719178082192,293.94189497716894,56.94029680365297,150.75970319634703,25.43966894977169,835.8534246575342
31.37,-110.34,1768.0,-7,b'United States',b'Arizona',b'Cochise',b'None',0,140,229.39634703196347,289.65091324200915,57.93065068493151,147.24731735159818,25.429908675799087,830.2963470319635
31.37,-110.3,2157.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,230.10125570776256,293.3425799086758,57.90953196347032,106.65251141552511,25.424143835616437,768.6920091324201
31.37,-110.26,2021.24,-7,b'United States',b'Arizona',b'Cochise',b'None',3,70,230.54857305936073,291.925799086758,57.96261415525114,130.03852739726028,25.431792237442924,803.512100456621
31.37,-110.22,1582.16,-7,b'United States',b'Arizona',b'Cochise',b'None',320,130,236.07357305936074,300.9160388127854,56.2861301369863,154.25416666666666,25.447545662100456,840.9444634703196
31.37,-110.18,1377.92,-7,b'United States',b'Arizona',b'Cochise',b'None',197,130,238.95844748858448,305.353595890411,55.50667808219178,167.19326484018265,25.464269406392695,861.5416666666666
31.37,-110.14,1313.56,-7,b'United States',b'Arizona',b'Cochise',b'None',854,130,238.02460045662102,301.9256278538813,55.839155251141555,171.21820776255709,25.476255707762558,868.0452625570776
31.37,-110.1,1301.55,-7,b'United States',b'Arizona',b'Cochise',b'None',76,130,238.91826484018264,303.51238584474885,55.07431506849315,171.21917808219177,25.486415525114154,868.0565639269406
31.37,-110.06,1326.76,-7,b'United States',b'Arizona',b'Cochise',b'None',67,130,239.08162100456622,303.1147831050228,55.39263698630137,170.49520547945207,25.496917808219177,866.7405251141553
31.37,-110.02,1359.44,-7,b'United States',b'Arizona',b'Cochise',b'None',19,130,238.5875,301.90833333333336,55.970034246575345,166.26518264840183,25.496061643835617,859.8959474885845
31.37,-109.98,1438.64,-7,b'United States',b'Arizona',b'Cochise',b'None',10,130,238.5896689497717,303.31946347031965,55.48875570776256,163.90325342465752,25.49623287671233,856.0832191780822
31.37,-109.94,1462.44,-7,b'United States',b'Arizona',b'Cochise',b'None',677,130,238.0204908675799,302.26398401826486,55.86381278538813,161.05051369863014,25.501769406392693,851.39549086758
31.37,-109.9,1476.45,-7,b'United States',b'Arizona',b'Cochise',b'None',42,130,238.2111301369863,302.39075342465753,55.98087899543379,160.12671232876713,25.505479452054793,849.4716324200913
31.37,-109.86,1476.72,-7,b'United States',b'Arizona',b'Cochise',b'None',77,130,238.58316210045663,303.572203196347,55.34783105022831,159.723401826484,25.543150684931508,848.4224885844749
31.37,-109.82,1492.04,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,238.81301369863013,303.85182648401826,55.73590182648402,160.48624429223744,25.610559360730594,849.2986872146118
31.37,-109.78,1376.72,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,238.9126712328767,302.07876712328766,56.57420091324201,165.21284246575343,25.670091324200914,856.706107305936
31.37,-109.74,1295.52,-7,b'United States',b'Arizona',b'Cochise',b'None',129,130,241.15165525114156,306.547203196347,55.551826484018264,173.30776255707764,25.99771689497717,869.2393835616439
31.37,-109.7,1268.6,-7,b'United States',b'Arizona',b'Cochise',b'None',597,130,240.549600456621,303.99914383561645,56.13030821917808,174.04463470319635,26.15582191780822,870.2440639269406
31.37,-109.66,1249.72,-7,b'United States',b'Arizona',b'Cochise',b'None',66,130,240.21786529680367,302.9925228310502,56.15222602739726,176.05222602739727,26.701712328767123,872.9715753424657
31.37,-109.62,1221.4,-7,b'United States',b'Arizona',b'Cochise',b'None',71,130,240.22608447488585,304.1703767123288,55.46643835616438,176.7962899543379,26.868607305936074,874.0134703196347
31.37,-109.58,1215.04,-7,b'United States',b'Arizona',b'Cochise',b'None',1524,130,239.10924657534247,301.7261415525114,55.62922374429224,177.69971461187214,27.126826484018263,875.2070205479451
31.37,-109.54,1237.44,-7,b'United States',b'Arizona',b'Cochise',b'None',5638,130,240.33761415525115,304.96906392694063,54.69788812785388,176.41792237442922,27.28173515981735,872.8765410958904
31.37,-109.5,1269.4,-7,b'United States',b'Arizona',b'Cochise',b'None',26,130,240.17642694063926,304.1674086757991,55.086415525114155,173.12825342465754,27.400114155251142,867.2748858447488
31.37,-109.46,1340.92,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.95901826484018,306.8556506849315,54.487614155251144,165.03453196347033,27.432534246575344,854.0890981735159
31.37,-109.42,1484.08,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.71552511415524,306.99560502283106,54.676712328767124,154.0941210045662,27.451712328767123,836.4775684931507
31.37,-109.38,1338.32,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,239.27283105022832,303.56780821917806,55.214212328767125,173.1808789954338,27.460331050228312,867.1163812785388
31.37,-109.34,1244.56,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,239.0170091324201,302.58447488584477,55.5972602739726,175.66518264840184,27.46170091324201,871.1691210045663
31.37,-109.3,1210.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.53995433789953,302.4671803652968,55.20005707762557,179.43413242009132,27.46740867579909,876.9695776255708
31.37,-109.26,1193.2,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,237.45182648401826,299.30456621004566,56.114269406392694,180.19452054794522,27.46832191780822,878.1694634703197
31.37,-109.22,1197.2,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.7455479452055,303.09143835616436,54.92151826484018,180.1912100456621,27.480479452054794,878.0344748858447
31.37,-109.18,1245.72,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,237.72334474885844,299.75713470319636,55.971632420091325,179.07785388127854,27.527340182648402,876.076598173516
31.37,-109.14,1299.04,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.42768264840183,301.81238584474886,55.45342465753425,174.59994292237442,27.762785388127853,868.5812785388127
31.37,-109.1,1399.85,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.2006278538813,301.910102739726,55.310331050228314,167.39463470319635,28.089383561643835,856.8759132420091
31.37,-109.06,1452.92,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,237.35045662100455,300.58487442922376,55.355650684931504,165.57197488584475,28.29486301369863,853.9316210045662
31.41,-111.3,1213.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,120,240.40079908675798,307.49058219178085,54.88019406392694,181.0083904109589,26.254223744292236,883.3670091324201
31.41,-111.26,1219.96,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,110,239.28099315068494,305.76455479452056,54.9337899543379,176.57996575342466,26.25941780821918,876.0973744292237
31.41,-111.22,1234.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,239.29058219178083,305.8865296803653,54.59908675799087,178.41957762557078,26.25445205479452,879.0843607305936
31.41,-111.18,1272.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',2,140,239.78236301369864,306.6183789954338,54.66746575342466,175.95924657534246,26.257020547945206,874.8742579908676
31.41,-111.14,1475.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,140,240.31341324200912,308.3601598173516,54.617180365296804,167.66289954337898,26.2425799086758,861.3599885844749
31.41,-111.1,1333.65,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,238.3744292237443,304.4419520547945,54.506392694063926,177.35981735159817,26.221689497716895,877.1405821917808
31.41,-111.06,1177.28,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',10,130,238.26512557077626,303.55456621004566,54.92300228310502,183.33824200913241,26.199657534246576,886.9627283105023
31.41,-111.02,1180.28,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',175,30,238.5986301369863,304.1156392694064,54.331792237442926,185.04320776255707,26.074657534246576,889.8670662100457
31.41,-110.98,1123.24,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1474,30,237.2718607305936,300.25713470319636,54.81786529680365,186.7763698630137,26.015239726027396,892.7974315068493
31.41,-110.94,1125.36,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1237,130,236.42454337899542,298.5772260273973,54.987671232876714,187.80856164383562,25.78025114155251,894.7489155251142
31.41,-110.9,1116.1,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',55,130,236.5480593607306,299.1209474885845,54.43670091324201,190.02334474885845,25.70873287671233,898.5200342465754
31.41,-110.86,1144.52,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',87,130,235.17294520547946,295.4216894977169,55.709988584474885,189.0953196347032,25.60291095890411,897.1442922374429
31.41,-110.82,1240.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,234.75747716894978,295.8922945205479,55.59440639269406,179.6494292237443,25.551769406392694,881.9691780821918
31.41,-110.78,1453.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,233.99674657534246,295.9279680365297,55.747888127853884,175.50770547945206,25.551027397260274,875.3437214611872
31.41,-110.74,1703.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,70,232.85228310502282,294.96626712328765,56.17020547945206,153.8840182648402,25.554851598173517,841.2040525114155
31.41,-110.7,1691.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',14,70,232.9243721461187,296.40593607305937,55.907591324200915,153.81164383561645,25.560787671232877,841.4114726027398
31.41,-110.66,1596.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',17,130,234.98601598173516,300.6478881278539,55.50970319634703,161.86603881278538,25.564212328767123,854.2173515981735
31.41,-110.62,1512.72,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',23,130,235.88127853881278,301.1227739726027,55.7935502283105,164.57305936073058,25.56238584474886,858.4469178082192
31.41,-110.58,1467.24,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,235.46181506849314,299.47682648401826,55.428025114155254,168.9843607305936,25.560559360730593,865.4901255707763
31.41,-110.54,1521.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,110,235.75810502283105,302.5884703196347,54.36626712328767,165.19594748858447,25.559132420091323,859.4610730593607
31.41,-110.5,1589.95,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,233.82094748858447,297.825399543379,56.13487442922374,160.99297945205478,25.54497716894977,852.563299086758
31.41,-110.46,1638.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,232.53464611872147,296.1428082191781,56.54914383561644,154.4562785388128,25.523630136986302,842.0397260273973
31.41,-110.42,1731.12,-7,b'United States',b'Arizona',b'Cochise',b'None',10,140,231.77796803652967,294.451598173516,57.384246575342466,148.18921232876713,25.495890410958904,832.0660388127853
31.41,-110.38,1925.72,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,229.8541095890411,291.05884703196347,58.62117579908676,126.83841324200914,25.485673515981734,799.1958333333333
31.41,-110.34,2237.56,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,228.7876712328767,289.7719178082192,60.0509703196347,137.40730593607307,25.453082191780823,815.1234589041096
31.41,-110.3,2352.0,-7,b'United States',b'Arizona',b'Cochise',b'None',2,70,230.72865296803653,292.9835616438356,60.34138127853881,106.19731735159817,25.443093607305936,768.0555936073059
31.41,-110.26,1793.4,-7,b'United States',b'Arizona',b'Cochise',b'None',533,70,233.40542237442924,295.65542237442924,58.04686073059361,133.3181506849315,25.44691780821918,808.5402397260274
31.41,-110.22,1459.2,-7,b'United States',b'Arizona',b'Cochise',b'None',452,130,238.16609589041096,305.30045662100457,55.34406392694064,163.11078767123288,25.4685502283105,855.0837899543379
31.41,-110.18,1373.52,-7,b'United States',b'Arizona',b'Cochise',b'None',223,130,238.02014840182648,303.5439497716895,55.3574200913242,167.1019406392694,25.471689497716895,861.4235159817351
31.41,-110.14,1316.36,-7,b'United States',b'Arizona',b'Cochise',b'None',380,130,238.0361301369863,303.28658675799085,54.89988584474886,170.88059360730594,25.48099315068493,867.5255707762557
31.41,-110.1,1287.3,-7,b'United States',b'Arizona',b'Cochise',b'None',148,130,238.29514840182648,303.56090182648404,54.7199200913242,171.451198630137,25.4925799086758,868.5478881278539
31.41,-110.06,1342.64,-7,b'United States',b'Arizona',b'Cochise',b'None',25,130,237.5824200913242,300.86541095890414,55.87431506849315,169.5412100456621,25.49566210045662,865.2548515981736
31.41,-110.02,1426.04,-7,b'United States',b'Arizona',b'Cochise',b'None',17,130,238.0958904109589,302.33938356164384,55.683904109589044,162.24885844748857,25.495091324200914,853.4928082191781
31.41,-109.98,1603.16,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,236.36084474885845,299.1808789954338,56.44309360730593,153.9193493150685,25.493835616438357,840.254794520548
31.41,-109.94,1732.8,-7,b'United States',b'Arizona',b'Cochise',b'None',1625,130,234.97893835616438,297.3610730593607,57.00091324200913,155.95947488584474,25.498972602739727,843.3495433789955
31.41,-109.9,1601.65,-7,b'United States',b'Arizona',b'Cochise',b'None',1817,130,235.54891552511415,297.72511415525116,57.051997716894974,146.34240867579908,25.497945205479454,828.1668378995433
31.41,-109.86,1555.76,-7,b'United States',b'Arizona',b'Cochise',b'None',1491,130,236.7853310502283,299.2946917808219,56.97271689497717,155.48470319634703,25.51672374429224,841.9727168949772
31.41,-109.82,1533.84,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,239.6335616438356,306.5586187214612,54.97494292237443,164.25114155251143,25.583219178082192,855.5760844748859
31.41,-109.78,1315.76,-7,b'United States',b'Arizona',b'Cochise',b'None',29,130,239.97471461187214,304.9726598173516,55.67060502283105,168.43390410958904,25.65433789954338,862.033105022831
31.41,-109.74,1264.32,-7,b'United States',b'Arizona',b'Cochise',b'None',5,130,241.73635844748858,308.41198630136984,54.786986301369865,174.04377853881277,25.99052511415525,870.5240867579909
31.41,-109.7,1242.25,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,240.90816210045662,305.2654680365297,55.71803652968037,174.66466894977168,26.16632420091324,871.3351598173516
31.41,-109.66,1228.4,-7,b'United States',b'Arizona',b'Cochise',b'None',11,130,240.87722602739726,305.1593607305936,55.47094748858448,176.5322488584475,26.747317351598173,873.8028538812786
31.41,-109.62,1219.28,-7,b'United States',b'Arizona',b'Cochise',b'None',41,130,239.72288812785388,302.5472602739726,55.756392694063926,177.3894406392694,26.96929223744292,875.0673515981736
