latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean2022,dni_mean2022,dhi_mean2022,temp_mean2022,wind_mean2022,sp_mean2022
32.29,-109.26,1094.12,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,241.39012557077626,308.38567351598175,54.48664383561644,183.87334474885844,24.64337899543379,888.7259132420091
32.29,-109.22,1091.32,-7,b'United States',b'Arizona',b'Cochise',b'None',21,130,239.88316210045662,304.0196917808219,55.40530821917808,184.11923515981735,24.772374429223746,889.0805936073059
32.29,-109.18,1122.48,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,238.86923515981735,302.9618721461187,55.03333333333333,182.4755707762557,24.976940639269408,886.2993721461187
32.29,-109.14,1186.8,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.89189497716896,304.10867579908677,54.845319634703195,180.54366438356163,25.390011415525112,883.0185502283105
32.29,-109.1,1297.55,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.9931506849315,305.41940639269404,54.66444063926941,169.94560502283105,25.899771689497715,865.5296232876713
32.29,-109.06,1352.4,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,239.5438926940639,307.35867579908677,54.15719178082192,168.88715753424657,26.145319634703196,863.7582762557078
32.33,-114.26,186.65,-7,b'United States',b'Arizona',b'Yuma',b'None',4,130,249.8107305936073,313.7743721461187,57.145890410958906,222.05074200913242,24.063070776255707,992.0062785388128
32.33,-114.22,211.4,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.51518264840183,310.56615296803653,57.71529680365297,219.82836757990867,24.15713470319635,987.8865867579908
32.33,-114.18,238.85,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,249.10142694063927,313.80262557077623,56.71529680365297,219.04885844748858,24.20810502283105,986.4095319634703
32.33,-114.14,274.05,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,249.36010273972602,315.4325913242009,55.98864155251142,216.1646118721461,24.436986301369863,980.847602739726
32.33,-114.1,365.0,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.52454337899545,315.8982876712329,55.367123287671234,211.1767694063927,24.652283105022832,971.5365867579909
32.33,-114.06,386.9,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.6572488584475,315.7090753424658,55.41917808219178,209.83658675799086,24.767865296803652,968.9380707762557
32.33,-114.02,315.05,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.53384703196346,310.5826484018265,56.68670091324201,213.99817351598173,25.087157534246575,975.6304223744293
32.33,-113.98,305.0,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.88607305936074,310.9812785388128,56.70804794520548,215.0146689497717,25.168721461187214,977.1935502283105
32.33,-113.94,333.9,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.33293378995432,312.6836187214612,56.26421232876712,213.05416666666667,25.312671232876713,972.8857305936073
32.33,-113.9,369.75,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.9005707762557,309.5872716894977,56.95764840182648,211.9779680365297,25.335331050228312,970.7070205479451
32.33,-113.86,451.55,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.10159817351598,312.49771689497715,55.82009132420092,205.0218607305936,25.36324200913242,957.7076484018265
32.33,-113.82,530.0,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.02739726027397,313.26963470319635,55.735102739726024,206.18658675799088,25.36329908675799,959.4380707762557
32.33,-113.78,373.6,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.3968607305936,310.5093607305936,56.45502283105023,214.0341324200913,25.378824200913243,971.3485159817352
32.33,-113.74,310.95,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.82916666666668,310.41392694063927,56.40245433789954,217.16215753424657,25.383561643835616,976.8105593607306
32.33,-113.7,286.125,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.28772831050227,309.4240296803653,56.21683789954338,217.71832191780823,25.389783105022833,977.7456621004566
32.33,-113.66,272.35,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.30211187214613,311.2392123287671,56.1703196347032,219.91187214611872,25.463698630136985,980.4885273972603
32.33,-113.62,336.45,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.08818493150685,314.3377853881278,55.468892694063925,218.37368721461186,25.485159817351597,977.5443493150685
32.33,-113.58,341.1,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.21147260273972,311.6099885844749,56.27163242009132,212.09982876712328,25.543949771689498,965.8604452054794
32.33,-113.54,273.1,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.30856164383562,310.5918378995434,56.531392694063925,219.2049086757991,25.63156392694064,977.9567922374429
32.33,-113.5,260.25,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.2435502283105,313.45987442922376,55.89634703196347,221.1755707762557,25.7462899543379,980.7373858447488
32.33,-113.46,252.75,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.0461187214612,310.2550228310502,56.44343607305936,223.38881278538813,25.944235159817353,983.4125
32.33,-113.42,251.05,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,245.7976598173516,306.8937214611872,57.12231735159818,222.65051369863014,26.064326484018263,981.113698630137
32.33,-113.38,271.95,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,245.99406392694064,308.0372146118722,56.699600456621006,222.69155251141552,26.150856164383562,980.2219748858447
32.33,-113.34,239.55,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.9603881278539,309.7758561643836,56.55970319634703,225.11192922374428,26.183276255707764,984.1195776255707
32.33,-113.3,306.9375,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.0824200913242,309.5783105022831,56.22848173515982,223.02922374429224,26.21929223744292,979.0801369863013
32.33,-113.26,369.05,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.15850456621004,309.34423515981734,56.32545662100457,216.24138127853882,26.2175799086758,966.5601598173516
32.33,-113.22,245.5,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.58036529680365,308.8882420091324,56.612956621004564,225.89674657534246,26.213698630136985,982.9663812785388
32.33,-113.18,243.5,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.5502283105023,309.12545662100456,56.34857305936073,225.80787671232878,26.212271689497715,982.5716894977169
32.33,-113.14,259.6,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,244.93772831050228,306.27391552511415,56.54680365296804,225.87180365296803,26.20428082191781,980.5514269406393
32.33,-113.1,312.875,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,242.2579908675799,303.17214611872146,56.24748858447489,221.37802511415526,26.20873287671233,972.3420091324201
32.33,-113.06,543.65,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.40199771689498,313.8495433789954,53.772488584474885,206.07505707762556,26.22431506849315,944.0781392694064
32.33,-113.02,456.3,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.5795091324201,311.92682648401825,54.52448630136986,213.84480593607307,26.241609589041097,957.3955479452055
32.33,-112.98,489.4,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.02083333333334,315.21849315068494,54.59275114155251,212.70228310502284,26.25222602739726,955.2414383561644
32.33,-112.94,573.4,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.738299086758,316.0852168949772,54.19446347031963,209.12214611872147,26.28036529680365,948.3393264840182
32.33,-112.9,616.125,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.687100456621,316.7977739726027,53.92357305936073,208.21238584474887,26.28681506849315,946.5040525114156
32.33,-112.86,579.8,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.28875570776256,315.45867579908673,54.1273401826484,209.123401826484,26.29571917808219,947.547203196347
32.33,-112.82,550.65,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.26010273972602,316.0879566210046,54.44303652968036,214.08527397260275,26.27271689497717,955.3107876712329
32.33,-112.78,493.9,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.38413242009133,314.85,55.16404109589041,214.98025114155251,26.24109589041096,956.2193493150685
32.33,-112.74,531.25,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.80519406392693,315.324600456621,54.0333904109589,210.9211187214612,26.21010273972603,948.455308219178
32.33,-112.7,647.6875,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.35787671232876,315.7127853881278,53.355365296803654,204.03641552511417,26.193150684931506,936.1798515981735
32.33,-112.66,609.1,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.0552511415525,315.0610159817352,53.62694063926941,207.850799086758,26.158504566210045,941.9882420091324
32.33,-112.62,722.45,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.8708904109589,317.69372146118724,53.247831050228314,204.00702054794522,26.14469178082192,935.1065068493151
32.33,-112.58,803.8,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.56170091324202,320.30650684931504,52.510901826484016,202.0333904109589,26.130707762557076,931.3201484018265
32.33,-112.54,677.1,-7,b'United States',b'Arizona',b'Pima',b'None',2,130,247.17351598173516,319.31906392694066,53.82528538812785,205.66569634703197,26.122602739726027,937.3018835616439
32.33,-112.5,654.0,-7,b'United States',b'Arizona',b'Pima',b'None',3,130,248.413698630137,321.5868721461187,53.570262557077626,209.2780821917808,26.078881278538812,942.2607876712328
32.33,-112.46,652.65,-7,b'United States',b'Arizona',b'Pima',b'None',2,130,248.85827625570775,322.52853881278537,53.5023401826484,210.16455479452054,26.057648401826484,942.8428082191781
32.33,-112.42,661.75,-7,b'United States',b'Arizona',b'Pima',b'None',12,130,247.88013698630138,320.6711187214612,53.76872146118721,210.02591324200912,26.04640410958904,942.5462899543379
32.33,-112.38,671.35,-7,b'United States',b'Arizona',b'Pima',b'None',22,130,247.09674657534248,319.90764840182646,53.31820776255708,210.52311643835617,25.979737442922374,943.1454337899544
32.33,-112.34,640.9,-7,b'United States',b'Arizona',b'Pima',b'None',18,130,247.7938926940639,320.56649543378995,53.432648401826484,210.90610730593608,25.93533105022831,943.6887557077625
32.33,-112.3,630.375,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.84743150684932,318.28635844748857,53.81809360730593,211.17825342465753,25.69994292237443,943.69600456621
32.33,-112.26,663.0,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,247.34126712328768,320.87808219178083,52.925456621004564,210.54303652968036,25.57123287671233,942.3996575342466
32.33,-112.22,665.4,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,247.1882420091324,320.8097602739726,52.7601598173516,211.18784246575342,25.01324200913242,942.8993150684931
32.33,-112.18,614.05,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.2431506849315,317.22477168949774,53.7587899543379,211.60593607305935,24.789269406392695,943.3931506849315
32.33,-112.14,597.3,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.873801369863,316.10074200913243,53.95028538812785,212.7567922374429,24.320319634703196,944.9566780821917
32.33,-112.1,575.3125,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,246.02631278538811,316.95,53.60331050228311,214.7646689497717,23.71312785388128,947.8131278538813
32.33,-112.06,560.15,-7,b'United States',b'Arizona',b'Pima',b'None',120,130,245.57340182648403,315.2937214611872,54.28972602739726,215.69035388127853,23.557020547945207,949.2303652968036
32.33,-112.02,542.0,-7,b'United States',b'Arizona',b'Pima',b'None',151,130,245.47985159817352,315.77465753424656,53.86775114155251,217.26107305936074,23.2324200913242,951.4774543378995
32.33,-111.98,543.4,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.5595890410959,316.59497716894975,53.27351598173516,217.32819634703196,23.156963470319635,951.4532534246575
32.33,-111.94,545.2,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.97094748858447,317.3005707762557,52.54851598173516,217.1830479452055,23.020319634703196,950.9017123287671
32.33,-111.9,639.375,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.04634703196348,316.68236301369865,52.6273401826484,217.06506849315068,22.971917808219178,949.5506278538812
32.33,-111.86,836.6,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,244.42836757990867,316.20582191780824,52.86900684931507,213.44115296803653,22.958504566210046,943.1166095890411
32.33,-111.82,627.6,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,244.04337899543378,315.15410958904107,52.976084474885845,215.16158675799088,22.97574200913242,945.0989726027398
32.33,-111.78,583.35,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,244.27003424657534,314.4555365296804,53.69480593607306,216.06598173515982,23.03681506849315,946.3986301369863
32.33,-111.74,576.1,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.32842465753424,316.8615867579909,53.35011415525114,216.49914383561645,23.113812785388127,946.8247716894978
32.33,-111.7,580.25,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.6466894977169,317.4220890410959,53.11033105022831,216.24817351598173,23.16775114155251,946.1759132420092
32.33,-111.66,594.5,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,245.41352739726028,317.1199200913242,53.0888698630137,215.3425799086758,23.350970319634705,943.8540525114155
32.33,-111.62,627.4,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,244.8349885844749,316.0035388127854,53.3199200913242,214.6013698630137,23.416095890410958,942.2728310502283
32.33,-111.58,665.05,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,244.52328767123288,315.7717465753425,53.44446347031963,211.8675799086758,23.606849315068494,936.6071347031964
32.33,-111.54,704.15,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,243.2683219178082,312.77705479452055,54.24103881278539,211.00079908675798,23.661415525114155,934.7879566210046
32.33,-111.5,761.25,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,242.42374429223744,311.6635273972603,54.34309360730594,208.82368721461188,23.73909817351598,930.0979452054795
32.33,-111.46,799.8,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,242.75525114155252,312.71569634703195,53.739041095890414,209.70125570776256,23.74343607305936,931.0416666666666
32.33,-111.42,711.25,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,242.34360730593608,310.5340182648402,54.403253424657535,211.58327625570777,23.725456621004565,933.7878424657534
32.33,-111.38,667.95,-7,b'United States',b'Arizona',b'Pima',b'None',14,130,243.33270547945204,312.4451484018265,53.81381278538813,214.84994292237442,23.69845890410959,939.0237442922374
32.33,-111.34,627.7,-7,b'United States',b'Arizona',b'Pima',b'None',53,130,244.7446917808219,314.6854452054794,53.65547945205479,215.4595319634703,23.685673515981737,939.9029680365297
32.33,-111.3,628.625,-7,b'United States',b'Arizona',b'Pima',b'None',171,130,245.00576484018265,314.7981735159817,53.73002283105023,215.7291095890411,23.639326484018266,939.7139840182648
32.33,-111.26,630.8,-7,b'United States',b'Arizona',b'Pima',b'None',155,130,244.17328767123288,313.11238584474887,54.217294520547945,215.70416666666668,23.637671232876713,939.6299086757991
32.33,-111.22,655.3,-7,b'United States',b'Arizona',b'Pima',b'None',2582,130,243.02066210045663,311.1466894977169,54.2287100456621,214.00867579908675,23.638470319634703,936.6600456621004
32.33,-111.18,714.4,-7,b'United States',b'Arizona',b'Pima',b'None',1079,130,240.59246575342465,306.0630707762557,55.153310502283105,210.65165525114156,23.658732876712328,930.6660958904109
32.33,-111.14,773.95,-7,b'United States',b'Arizona',b'Pima',b'None',349,130,239.42568493150685,303.60296803652966,55.567522831050226,207.59246575342465,23.685787671232877,925.6625
32.33,-111.1,680.8125,-7,b'United States',b'Arizona',b'Pima',b'None',2303,130,240.63310502283105,307.02254566210047,53.949714611872146,211.75262557077625,23.709132420091326,933.0559360730593
32.33,-111.06,669.7,-7,b'United States',b'Arizona',b'Pima',b'Tucson',8704,130,240.94737442922374,307.1097602739726,54.26872146118721,213.38675799086758,23.716210045662102,936.0081621004566
32.33,-111.02,706.2,-7,b'United States',b'Arizona',b'Pima',b'Tucson',18276,130,241.0322488584475,307.41843607305935,54.121461187214614,211.27511415525115,23.707876712328765,932.8194063926941
32.33,-110.98,759.55,-7,b'United States',b'Arizona',b'Pima',b'Tucson',10199,130,240.1816210045662,305.83196347031964,54.409132420091325,209.61324200913242,23.690867579908677,930.1058219178083
32.33,-110.94,858.95,-7,b'United States',b'Arizona',b'Pima',b'Tucson',5384,130,239.3017123287671,304.36061643835615,54.68304794520548,204.31529680365296,23.587842465753425,921.5236872146119
32.33,-110.9,1007.625,-7,b'United States',b'Arizona',b'Pima',b'None',2655,130,238.4678082191781,302.9263127853881,54.74828767123287,202.92796803652968,23.541780821917808,919.3230593607306
32.33,-110.86,1130.15,-7,b'United States',b'Arizona',b'Pima',b'None',2177,130,236.03715753424657,298.03150684931506,55.42003424657534,199.50599315068493,23.39611872146119,913.9824771689498
32.33,-110.82,1155.75,-7,b'United States',b'Arizona',b'Pima',b'None',337,30,233.67996575342465,293.08504566210047,56.24828767123287,198.33053652968036,23.317066210045663,912.25850456621
32.33,-110.78,1213.25,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,234.21746575342465,295.25142694063925,55.97283105022831,190.72699771689497,23.285730593607305,899.5982305936074
32.33,-110.74,1461.85,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,237.49674657534246,303.84554794520545,54.56090182648402,175.8955479452055,23.216952054794522,875.390296803653
32.33,-110.7,1499.4375,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,236.02922374429224,300.4224315068493,55.36038812785388,175.10804794520547,23.202568493150686,874.174200913242
32.33,-110.66,1382.9,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,233.57140410958905,295.33430365296806,55.91906392694064,178.57294520547944,23.16404109589041,880.4957762557077
32.33,-110.62,1233.85,-7,b'United States',b'Arizona',b'Pima',b'None',0,30,233.2349315068493,294.51723744292235,56.114212328767124,177.69543378995434,23.162271689497718,879.0997146118722
32.33,-110.58,1223.85,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,234.4736301369863,296.9869863013699,56.132876712328766,172.37106164383562,23.182534246575344,870.8876141552512
32.33,-110.54,1193.65,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,235.56295662100456,299.263698630137,56.1435502283105,176.1496575342466,23.194577625570776,877.0779109589041
32.33,-110.5,1083.3125,-7,b'United States',b'Arizona',b'Pima',b'None',0,130,234.76198630136986,296.46364155251143,56.464212328767125,188.4847602739726,23.244292237442924,897.5559360730593
32.33,-110.46,992.65,-7,b'United States',b'Arizona',b'Pima',b'None',3,130,234.124600456621,294.58618721461187,56.343550228310505,188.10770547945205,23.300171232876714,897.0698630136986
32.33,-110.42,966.3,-7,b'United States',b'Arizona',b'Cochise',b'None',11,130,233.04703196347032,291.75359589041096,56.18447488584475,189.3912100456621,23.32945205479452,899.3057648401826
32.33,-110.38,1005.45,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,232.9226598173516,291.5937785388128,56.14212328767123,191.8011415525114,23.459018264840182,903.6199771689497
32.33,-110.34,1104.75,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,233.68567351598173,294.6820776255708,55.59303652968037,190.87231735159818,23.508276255707763,902.1929794520548
32.33,-110.3,1190.75,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,233.90279680365296,295.41529680365295,55.76101598173516,177.66712328767125,23.632933789954336,880.7636415525114
32.33,-110.26,1287.1,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,234.49526255707764,297.23892694063926,55.606735159817354,175.30736301369862,23.65656392694064,877.0453767123288
32.33,-110.22,1307.15,-7,b'United States',b'Arizona',b'Cochise',b'None',8,130,235.25496575342467,299.2792237442922,55.230707762557074,172.62682648401827,23.679851598173517,872.971803652968
32.33,-110.18,1407.0,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,236.3428082191781,301.68036529680364,54.89646118721461,171.07796803652968,23.67791095890411,870.734703196347
32.33,-110.14,1538.35,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,236.9478310502283,302.877796803653,55.18464611872146,163.29223744292239,23.657648401826485,858.4806506849316
32.33,-110.1,1719.875,-7,b'United States',b'Arizona',b'Cochise',b'None',0,30,235.99543378995435,302.31312785388127,55.34006849315068,149.97716894977168,23.617522831050227,837.7952625570776
32.33,-110.06,1830.9,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,234.15639269406392,298.949600456621,56.20964611872146,143.8201484018265,23.605365296803654,828.3062785388128
32.33,-110.02,1465.15,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,232.79206621004568,294.327796803653,57.00068493150685,164.32134703196348,23.59275114155251,860.6280251141552
32.33,-109.98,1344.3,-7,b'United States',b'Arizona',b'Cochise',b'None',12,130,235.850799086758,299.0276826484018,56.36638127853881,169.8712899543379,23.59406392694064,869.52899543379
32.33,-109.94,1294.4,-7,b'United States',b'Arizona',b'Cochise',b'None',44,130,237.34069634703195,300.09400684931506,56.56369863013698,178.00325342465754,23.640810502283106,882.5680365296804
32.33,-109.9,1287.0625,-7,b'United States',b'Arizona',b'Cochise',b'None',97,130,239.74309360730592,305.3236301369863,55.20896118721461,177.82825342465753,23.663184931506848,882.203196347032
32.33,-109.86,1289.35,-7,b'United States',b'Arizona',b'Cochise',b'None',55,130,240.08390410958904,306.31592465753425,54.657648401826485,177.52083333333334,23.717351598173515,881.4985730593608
32.33,-109.82,1308.9,-7,b'United States',b'Arizona',b'Cochise',b'None',13,130,239.59229452054794,305.2003424657534,54.80873287671233,176.06940639269408,23.84189497716895,878.7569634703196
32.33,-109.78,1323.65,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,239.76010273972602,306.70582191780824,54.1046803652968,175.06084474885844,23.894406392694062,876.9784817351598
32.33,-109.74,1341.25,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,238.70707762557078,304.29155251141555,54.904566210045665,169.3857305936073,24.081792237442922,867.31649543379
32.33,-109.7,1316.875,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,237.56752283105024,301.7005707762557,55.55684931506849,170.68430365296803,24.142066210045662,869.2707762557078
32.33,-109.66,1281.15,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,237.6490296803653,302.08995433789954,55.42157534246575,172.82973744292238,24.30074200913242,872.3026826484019
32.33,-109.62,1250.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,238.69292237442923,304.02910958904107,55.46055936073059,174.06404109589042,24.332534246575342,874.1751141552511
32.33,-109.58,1218.45,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,239.77340182648402,305.8796232876712,55.39965753424657,175.69908675799087,24.369748858447487,876.5877853881278
32.33,-109.54,1184.9,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.7568493150685,308.223801369863,54.88179223744292,177.81221461187215,24.374086757990867,879.8393264840182
32.33,-109.5,1153.5,-7,b'United States',b'Arizona',b'Cochise',b'None',296,130,239.9252283105023,306.0825913242009,55.16324200913242,179.65793378995434,24.36038812785388,882.7002853881279
32.33,-109.46,1130.45,-7,b'United States',b'Arizona',b'Cochise',b'None',61,130,239.97174657534248,305.4555365296804,55.4361301369863,181.45325342465753,24.34041095890411,885.472602739726
32.33,-109.42,1111.75,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.5291095890411,306.4968607305936,55.13938356164383,182.20958904109588,24.352625570776254,886.515696347032
32.33,-109.38,1097.75,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,240.18898401826485,306.0675799086758,54.9074200913242,183.05211187214613,24.35747716894977,887.8489155251142
32.33,-109.34,1086.45,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.41078767123287,308.7224885844749,54.289954337899545,183.56170091324202,24.365011415525114,888.6843036529681
32.33,-109.3,1078.5625,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.34537671232877,307.9453196347032,54.49748858447489,183.45867579908676,24.47254566210046,888.056506849315
32.33,-109.26,1074.65,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.67534246575343,306.8548515981735,54.355593607305934,183.5115296803653,24.51472602739726,888.1248858447489
32.33,-109.22,1096.3,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,239.3955479452055,304.0924657534247,54.64406392694064,182.54263698630137,24.727739726027398,886.4444634703196
32.33,-109.18,1162.55,-7,b'United States',b'Arizona',b'Cochise',b'None',1,130,239.21341324200912,304.5414383561644,54.57106164383562,180.78875570776256,24.845205479452055,883.5069063926941
32.33,-109.14,1261.35,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,239.56061643835616,306.32157534246574,54.34634703196347,172.95890410958904,25.357077625570778,870.5155251141553
32.33,-109.1,1457.125,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.71175799086757,310.58881278538814,53.51889269406393,161.4449200913242,25.83458904109589,851.7852168949772
32.33,-109.06,1500.95,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,240.82220319634703,311.2310502283105,53.56957762557077,158.8535388127854,26.102111872146118,847.6074200913242
32.37,-114.38,129.24,-7,b'United States',b'Arizona',b'Yuma',b'None',2,130,248.57083333333333,311.49880136986303,57.21318493150685,225.17100456621006,23.9513698630137,996.587100456621
32.37,-114.34,151.92,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,249.39680365296803,312.34309360730595,57.41472602739726,224.5224885844749,23.953881278538812,995.412899543379
32.37,-114.3,181.85,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,249.41455479452054,312.57317351598175,57.46626712328767,222.11489726027398,23.99554794520548,991.1244863013699
32.37,-114.26,209.48,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.89634703196347,311.63013698630135,57.653139269406395,221.1984589041096,24.006278538812786,989.5019406392694
32.37,-114.22,242.8,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.43510273972603,312.0537671232877,57.05570776255708,218.55724885844748,24.07568493150685,984.7937214611873
32.37,-114.18,255.96,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.25405251141552,311.82454337899543,57.06860730593608,218.2730593607306,24.122545662100457,984.2546803652968
32.37,-114.14,372.52,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.13938356164383,314.1592465753425,55.855422374429224,215.6802511415525,24.248116438356163,979.4410388127853
32.37,-114.1,480.35,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,249.0678082191781,318.90890410958906,54.2351598173516,201.72585616438357,24.567408675799086,954.1719178082192
32.37,-114.06,331.0,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,248.2587899543379,313.150399543379,56.00998858447488,210.3912100456621,24.695947488584476,969.3154680365296
32.37,-114.02,287.0,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.27545662100457,309.8398401826484,56.80736301369863,216.23875570776255,25.038527397260275,979.0102168949771
32.37,-113.98,291.12,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.75844748858447,310.9694634703196,56.68407534246575,216.36518264840183,25.121175799086757,978.9300228310502
32.37,-113.94,342.24,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.35570776255707,311.32100456621004,56.342465753424655,213.27100456621005,25.261358447488586,972.4712899543379
32.37,-113.9,488.7,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.65154109589042,312.26312785388126,55.419292237442924,207.7191210045662,25.283333333333335,962.2928652968036
32.37,-113.86,394.64,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,245.71803652968038,310.72517123287673,55.39058219178082,205.80724885844748,25.300913242009134,958.1434931506849
32.37,-113.82,441.44,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,247.11204337899542,314.85188356164383,54.40547945205479,209.0660388127854,25.310730593607307,962.1611872146119
32.37,-113.78,342.72,-7,b'United States',b'Arizona',b'Yuma',b'None',0,130,246.5314497716895,311.06729452054793,55.91141552511416,214.2343607305936,25.308447488584473,971.2830479452055
