latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean_2021,dhi_mean_2021,dni_mean_2021,temp_mean_2021,wind_mean_2021,sp_mean_2021,Solar_Energy2021
31.37,-110.7,1766.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',18,70,240.20279680365297,52.881278538812786,317.0091324200913,151.68441780821917,24.682705479452057,824.4756849315069,378.75176999999996
31.37,-110.66,1553.2,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',9,130,239.40570776255709,53.890068493150686,313.1701484018265,173.58972602739726,24.689383561643837,859.1103881278539,377.49492
31.37,-110.62,1477.64,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',23,130,241.64115296803652,52.76558219178082,317.9776826484018,175.22631278538813,24.689383561643837,861.7427511415525,381.01976999999994
31.37,-110.58,1441.92,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',8,130,240.451198630137,53.726141552511415,313.23972602739724,177.15302511415524,24.688413242009133,864.7879566210046,379.14345000000003
31.37,-110.54,1507.88,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,30,240.83087899543375,53.49845890410959,314.37494292237443,174.23099315068492,24.686187214611873,860.0844178082192,379.74212999999986
31.37,-110.5,1555.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',4,130,242.33413242009132,52.88658675799087,318.9795662100457,171.61752283105022,24.679851598173517,855.8236872146118,382.11245999999994
31.37,-110.46,1606.92,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,241.45251141552512,53.49942922374429,316.5736872146119,164.08618721461187,24.672317351598178,843.7252853881279,380.72232
31.37,-110.42,1659.28,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,241.72528538812784,53.22488584474886,318.2626712328767,160.98647260273972,24.681392694063927,838.7058789954337,381.15243
31.37,-110.38,1673.92,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,240.3199200913242,54.30239726027397,314.69189497716894,159.63972602739727,24.71934931506849,836.4566780821917,378.93645000000004
31.37,-110.34,1768.0,-7,b'United States',b'Arizona',b'Cochise',b'None',0,140,238.9736301369863,54.98818493150685,312.30776255707764,156.1320776255708,24.75296803652968,830.900799086758,376.81361999999996
31.37,-110.3,2157.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,240.10656392694065,54.88042237442922,316.4291095890411,115.5257420091324,24.895376712328765,769.296803652968,378.60002999999995
31.37,-110.26,2021.24,-7,b'United States',b'Arizona',b'Cochise',b'None',3,70,239.1322488584475,55.19263698630137,312.7188926940639,138.90593607305937,24.949086757990862,804.1190639269406,377.06372999999996
31.37,-110.22,1582.16,-7,b'United States',b'Arizona',b'Cochise',b'None',320,130,242.3765410958904,54.22962328767123,317.1623858447489,172.60519406392694,25.068036529680366,856.6176369863014,382.17932999999994
31.37,-110.18,1377.92,-7,b'United States',b'Arizona',b'Cochise',b'None',197,130,244.6535388127854,53.71986301369863,320.34514840182646,176.05844748858448,25.091210045662105,862.1529109589042,385.7697
31.37,-110.14,1313.56,-7,b'United States',b'Arizona',b'Cochise',b'None',854,130,244.10587899543376,54.11815068493151,318.1670091324201,180.0715182648402,25.124429223744293,868.6530821917809,384.9061499999999
31.37,-110.1,1301.55,-7,b'United States',b'Arizona',b'Cochise',b'None',76,130,244.85262557077627,53.36318493150685,320.1037671232877,180.0732876712329,25.147831050228312,868.6694634703197,386.08362
31.37,-110.06,1326.76,-7,b'United States',b'Arizona',b'Cochise',b'None',67,130,244.87682648401827,53.336358447488585,319.8565639269406,179.33116438356166,25.161586757990868,867.3622716894977,386.12177999999994
31.37,-110.02,1359.44,-7,b'United States',b'Arizona',b'Cochise',b'None',19,130,244.7852739726027,54.08276255707762,319.1043378995434,175.10399543378995,25.16632420091324,860.5112442922374,385.97741999999994
31.37,-109.98,1438.64,-7,b'United States',b'Arizona',b'Cochise',b'None',10,130,245.3228310502283,53.50998858447488,321.63053652968034,172.7433789954338,25.167123287671235,856.697203196347,386.82504
31.37,-109.94,1462.44,-7,b'United States',b'Arizona',b'Cochise',b'None',677,130,245.3269406392694,53.52425799086758,321.5987442922374,169.88555936073058,25.171061643835618,852.0146689497717,386.83151999999995
31.37,-109.9,1476.45,-7,b'United States',b'Arizona',b'Cochise',b'None',42,130,245.41837899543376,53.617351598173514,321.64406392694065,168.99349315068494,25.176255707762557,850.0864155251141,386.9756999999999
31.37,-109.86,1476.72,-7,b'United States',b'Arizona',b'Cochise',b'None',77,130,245.1322488584475,53.02311643835616,322.5424086757991,168.59600456621004,25.21775114155251,849.0316780821918,386.52452999999997
31.37,-109.82,1492.04,-7,b'United States',b'Arizona',b'Cochise',b'None',2,130,244.56432648401827,52.99577625570776,321.7756278538813,169.37197488584474,25.288470319634705,849.9010844748858,385.62902999999994
31.37,-109.78,1376.72,-7,b'United States',b'Arizona',b'Cochise',b'None',3,130,243.8742579908676,53.971518264840185,318.6091894977169,178.9533105022831,25.44343607305936,864.9557648401826,384.54093
31.37,-109.74,1295.52,-7,b'United States',b'Arizona',b'Cochise',b'None',129,130,245.5828196347032,53.16432648401827,321.7877283105023,182.20268264840183,25.703995433789956,869.8336187214612,387.23499
31.37,-109.7,1268.6,-7,b'United States',b'Arizona',b'Cochise',b'None',597,130,245.3964611872146,53.65593607305936,319.6822488584475,182.9376141552511,25.879794520547943,870.8369863013698,386.94114
31.37,-109.66,1249.72,-7,b'United States',b'Arizona',b'Cochise',b'None',66,130,245.550799086758,53.388812785388126,319.28727168949774,184.94343607305936,26.466495433789955,873.5570205479452,387.1845
31.37,-109.62,1221.4,-7,b'United States',b'Arizona',b'Cochise',b'None',71,130,245.38658675799087,52.823344748858446,319.7738584474886,185.6708904109589,26.64811643835617,874.5978881278539,386.92557
31.37,-109.58,1215.04,-7,b'United States',b'Arizona',b'Cochise',b'None',1524,130,243.98407534246576,53.05142694063927,316.5442922374429,186.56312785388127,26.92505707762557,875.787100456621,384.71408999999994
31.37,-109.54,1237.44,-7,b'United States',b'Arizona',b'Cochise',b'None',5638,130,244.7820205479452,52.18413242009132,319.026198630137,185.2646689497717,27.097431506849315,873.4528538812785,385.97229
31.37,-109.5,1269.4,-7,b'United States',b'Arizona',b'Cochise',b'None',26,130,244.4623287671233,53.016438356164386,317.5405821917808,181.93835616438355,27.226940639269408,867.8589611872146,385.4682
31.37,-109.46,1340.92,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,245.49680365296803,52.16472602739726,321.111301369863,173.82602739726028,27.264840182648403,854.6703767123288,387.09936
31.37,-109.42,1484.08,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,245.4609589041096,52.160787671232875,321.9877283105023,171.19811643835615,27.287728310502285,850.3828767123288,387.04283999999996
31.37,-109.38,1338.32,-7,b'United States',b'Arizona',b'Cochise',b'None',4,130,243.98196347031964,52.75759132420092,318.16729452054796,181.9134132420091,27.292123287671235,867.701598173516,384.71076
31.37,-109.34,1244.56,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,243.6066780821918,53.22785388127854,316.50958904109586,184.39800228310503,27.292123287671235,871.7509703196347,384.11901
31.37,-109.3,1210.25,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,243.0516552511415,52.84708904109589,315.8627283105023,188.16923515981736,27.29206621004566,877.5446347031964,383.2438499999999
31.37,-109.26,1193.2,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.02134703196347,53.6726598173516,313.0060502283105,188.93470319634704,27.28961187214612,878.7471461187215,381.61926
31.37,-109.22,1197.2,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,243.24457762557077,52.91158675799087,316.17066210045664,188.9316210045662,27.29446347031963,878.6084474885845,383.54805
31.37,-109.18,1245.72,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.29942922374428,54.07825342465753,313.01689497716893,187.8105593607306,27.33076484018265,876.6513698630137,382.05773999999997
31.37,-109.14,1299.04,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.57676940639269,53.59617579908676,314.5832191780822,183.2900114155251,27.506735159817353,869.1627853881279,382.49505
31.37,-109.1,1399.85,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,242.2297374429224,53.51478310502283,314.4865296803653,176.05433789954338,27.768607305936072,857.4496575342466,381.9478500000001
31.37,-109.06,1452.92,-7,b'United States',b'Arizona',b'Cochise',b'None',0,130,241.5093607305936,53.778196347031965,313.28099315068494,174.20068493150686,27.947260273972603,854.5091324200913,380.81195999999994
31.41,-111.3,1213.45,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,120,244.6835616438356,51.21095890410959,323.824200913242,185.8829908675799,25.125970319634703,876.875399543379,385.8170399999999
31.41,-111.26,1219.96,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,110,243.39463470319637,51.801769406392694,320.95028538812784,190.8912100456621,25.124143835616437,885.0789383561644,383.7846600000001
31.41,-111.22,1234.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,243.65062785388128,51.662214611872145,321.60616438356163,191.9015410958904,25.124029680365297,886.7379566210045,384.18831
31.41,-111.18,1272.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',2,140,243.49651826484015,52.19566210045662,320.79172374429226,185.1146689497717,25.12420091324201,875.4222602739726,383.9453099999999
31.41,-111.14,1475.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1,140,244.3235730593607,52.174029680365294,323.39349315068495,176.78036529680367,25.115867579908677,861.9082762557077,385.24940999999995
31.41,-111.1,1333.65,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,242.09954337899543,52.98995433789954,318.0357305936073,186.4476598173516,25.102853881278534,877.6900684931506,381.74256
31.41,-111.06,1177.28,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',10,130,241.58487442922373,53.5162100456621,315.9921803652968,192.4130707762557,25.087100456621005,887.5159817351598,380.93102999999996
31.41,-111.02,1180.28,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',175,30,241.90536529680367,52.461415525114155,316.8482305936073,190.61147260273972,24.991438356164384,884.6667808219178,381.43638
31.41,-110.98,1123.24,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1474,30,241.2102168949772,52.65433789954338,314.03247716894975,195.79697488584475,24.96563926940639,893.3562785388128,380.3402700000001
31.41,-110.94,1125.36,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',1237,130,241.07922374429225,52.77300228310502,312.93961187214614,191.1078196347032,24.8,885.887899543379,380.13372
31.41,-110.9,1116.1,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',55,130,241.74474885844748,52.09885844748858,314.21843607305937,199.0,24.775171232876712,899.0969748858447,381.18312
31.41,-110.86,1144.52,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',87,130,240.55268264840183,53.4199200913242,311.0570205479452,196.2668378995434,24.68904109589041,894.906906392694,379.30346999999995
31.41,-110.82,1240.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.36986301369865,53.528196347031965,311.8900114155251,187.2900114155251,24.68681506849315,880.5365867579909,379.0152
31.41,-110.78,1453.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.02077625570777,53.61084474885845,312.96535388127853,177.7476598173516,24.683561643835617,865.268607305936,378.46476
31.41,-110.74,1703.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,70,239.39868721461187,54.15821917808219,313.24543378995435,158.2743721461187,24.691552511415527,834.9941210045662,377.48384999999996
31.41,-110.7,1691.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',14,70,238.9247716894977,54.06181506849315,313.5762557077626,162.73624429223744,24.694463470319636,842.0302511415525,376.73657999999995
31.41,-110.66,1596.12,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',17,130,239.86575342465753,53.93190639269407,315.208904109589,171.0720890410959,24.69549086757991,855.1957762557078,378.22032
31.41,-110.62,1512.72,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',23,130,240.41215753424655,53.891780821917806,315.23670091324203,173.41626712328767,24.699029680365296,859.0150684931507,379.0818899999999
31.41,-110.58,1467.24,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.24891552511417,53.64686073059361,312.8814497716895,176.71352739726026,24.693778538812783,864.168093607306,378.82448999999997
31.41,-110.54,1521.4,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,110,241.1390410958904,52.49834474885845,317.1054223744292,174.1118721461187,24.694235159817353,860.0846461187215,380.22803999999996
31.41,-110.5,1589.95,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,130,240.64206621004567,53.56118721461187,315.21883561643835,169.73590182648402,24.68812785388128,852.8613584474886,379.44440999999995
31.41,-110.46,1638.84,-7,b'United States',b'Arizona',b'Santa Cruz',b'None',0,140,239.7837899543379,53.978824200913245,314.48915525114154,163.1904680365297,24.693721461187213,842.4565639269406,378.09108
31.41,-110.42,1731.12,-7,b'United States',b'Arizona',b'Cochise',b'None',10,140,239.34794520547945,54.99486301369863,313.2792237442922,160.45519406392694,24.687671232876713,838.0229452054795,377.40383999999995
31.41,-110.38,1925.72,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,238.28019406392693,56.26466894977169,311.1228310502283,152.3029109589041,24.734988584474888,825.0871575342466,375.72020999999995
31.41,-110.34,2237.56,-7,b'United States',b'Arizona',b'Cochise',b'None',0,70,238.160901826484,57.63807077625571,311.3283675799087,119.08316210045662,24.77848173515982,774.9074771689498,375.53211
31.41,-110.3,2352.0,-7,b'United States',b'Arizona',b'Cochise',b'None',2,70,239.0188926940639,57.9912100456621,313.1101598173516,115.07043378995434,24.910559360730595,768.6607305936074,376.88498999999996
31.41,-110.26,1793.4,-7,b'United States',b'Arizona',b'Cochise',b'None',533,70,239.07956621004567,55.910559360730595,310.9430936073059,153.01666666666668,24.9861301369863,825.8670662100457,376.98066
31.41,-110.22,1459.2,-7,b'United States',b'Arizona',b'Cochise',b'None',452,130,242.84366438356165,53.84149543378995,318.25987442922377,169.06792237442923,25.054680365296804,851.019691780822,382.91589
31.41,-110.18,1373.52,-7,b'United States',b'Arizona',b'Cochise',b'None',223,130,243.0663812785388,53.72711187214612,317.62979452054793,176.2175799086758,25.115296803652967,862.4786529680365,383.26707
31.41,-110.14,1316.36,-7,b'United States',b'Arizona',b'Cochise',b'None',380,130,243.5505707762557,53.026940639269405,318.6082762557078,179.5574200913242,25.1412100456621,867.8866438356164,384.03054
31.41,-110.1,1287.3,-7,b'United States',b'Arizona',b'Cochise',b'None',148,130,244.34417808219175,52.770833333333336,319.87414383561645,180.27699771689495,25.159246575342465,869.1743150684931,385.2818999999999
31.41,-110.06,1342.64,-7,b'United States',b'Arizona',b'Cochise',b'None',25,130,244.27003424657536,53.708504566210046,318.5933219178082,178.3865296803653,25.163070776255708,865.8727168949772,385.16499
