latitude,longitude
33.01,-111.1
33.01,-111.06
33.01,-111.02
33.01,-110.98
33.01,-110.94
33.01,-110.9
33.01,-110.86
33.01,-110.82
33.01,-110.78
33.01,-110.74
33.01,-110.7
33.01,-110.66
33.01,-110.62
33.01,-110.58
33.01,-110.54
33.01,-110.5
33.01,-110.46
33.01,-110.42
33.01,-110.38
33.01,-110.34
33.01,-110.3
33.01,-110.26
33.01,-110.22
33.01,-110.18
33.01,-110.14
33.01,-110.1
33.01,-110.06
33.01,-110.02
33.01,-109.98
33.01,-109.94
33.01,-109.9
33.01,-109.86
33.01,-109.82
33.01,-109.78
33.01,-109.74
33.01,-109.7
33.01,-109.66
33.01,-109.62
33.01,-109.58
33.01,-109.54
33.01,-109.5
33.01,-109.46
33.01,-109.42
33.01,-109.38
33.01,-109.34
33.01,-109.3
33.01,-109.26
33.01,-109.22
33.01,-109.18
33.01,-109.14
33.01,-109.1
33.01,-109.06
33.05,-114.66
33.05,-114.62
33.05,-114.58
33.05,-114.54
33.05,-114.5
33.05,-114.46
33.05,-114.42
33.05,-114.38
33.05,-114.34
33.05,-114.3
33.05,-114.26
33.05,-114.22
33.05,-114.18
33.05,-114.14
33.05,-114.1
33.05,-114.06
33.05,-114.02
33.05,-113.98
33.05,-113.94
33.05,-113.9
33.05,-113.86
33.05,-113.82
33.05,-113.78
33.05,-113.74
33.05,-113.7
33.05,-113.66
33.05,-113.62
33.05,-113.58
33.05,-113.54
33.05,-113.5
33.05,-113.46
33.05,-113.42
33.05,-113.38
33.05,-113.34
33.05,-113.3
33.05,-113.26
33.05,-113.22
33.05,-113.18
33.05,-113.14
33.05,-113.1
33.05,-113.06
33.05,-113.02
33.05,-112.98
33.05,-112.94
33.05,-112.9
33.05,-112.86
33.05,-112.82
33.05,-112.78
33.05,-112.74
33.05,-112.7
33.05,-112.66
33.05,-112.62
33.05,-112.58
33.05,-112.54
33.05,-112.5
33.05,-112.46
33.05,-112.42
33.05,-112.38
33.05,-112.34
33.05,-112.3
33.05,-112.26
33.05,-112.22
33.05,-112.18
33.05,-112.14
33.05,-112.1
33.05,-112.06
33.05,-112.02
33.05,-111.98
33.05,-111.94
33.05,-111.9
33.05,-111.86
33.05,-111.82
33.05,-111.78
33.05,-111.74
33.05,-111.7
33.05,-111.66
33.05,-111.62
33.05,-111.58
33.05,-111.54
33.05,-111.5
33.05,-111.46
33.05,-111.42
33.05,-111.38
33.05,-111.34
33.05,-111.3
33.05,-111.26
33.05,-111.22
33.05,-111.18
33.05,-111.14
33.05,-111.1
33.05,-111.06
33.05,-111.02
33.05,-110.98
33.05,-110.94
33.05,-110.9
33.05,-110.86
33.05,-110.82
33.05,-110.78
33.05,-110.74
33.05,-110.7
33.05,-110.66
33.05,-110.62
33.05,-110.58
33.05,-110.54
33.05,-110.5
33.05,-110.46
33.05,-110.42
33.05,-110.38
33.05,-110.34
33.05,-110.3
33.05,-110.26
33.05,-110.22
33.05,-110.18
33.05,-110.14
33.05,-110.1
33.05,-110.06
33.05,-110.02
33.05,-109.98
33.05,-109.94
33.05,-109.9
33.05,-109.86
33.05,-109.82
33.05,-109.78
33.05,-109.74
33.05,-109.7
33.05,-109.66
33.05,-109.62
33.05,-109.58
33.05,-109.54
33.05,-109.5
33.05,-109.46
33.05,-109.42
33.05,-109.38
33.05,-109.34
33.05,-109.3
33.05,-109.26
33.05,-109.22
33.05,-109.18
33.05,-109.14
33.05,-109.1
33.05,-109.06
33.09,-114.66
33.09,-114.62
33.09,-114.58
33.09,-114.54
33.09,-114.5
33.09,-114.46
33.09,-114.42
33.09,-114.38
33.09,-114.34
33.09,-114.3
33.09,-114.26
33.09,-114.22
33.09,-114.18
33.09,-114.14
33.09,-114.1
33.09,-114.06
33.09,-114.02
33.09,-113.98
33.09,-113.94
33.09,-113.9
33.09,-113.86
33.09,-113.82
33.09,-113.78
33.09,-113.74
33.09,-113.7
33.09,-113.66
33.09,-113.62
33.09,-113.58
33.09,-113.54
33.09,-113.5
33.09,-113.46
33.09,-113.42
33.09,-113.38
33.09,-113.34
33.09,-113.3
33.09,-113.26
33.09,-113.22
33.09,-113.18
33.09,-113.14
33.09,-113.1
33.09,-113.06
33.09,-113.02
33.09,-112.98
33.09,-112.94
33.09,-112.9
33.09,-112.86
33.09,-112.82
33.09,-112.78
33.09,-112.74
33.09,-112.7
33.09,-112.66
33.09,-112.62
33.09,-112.58
33.09,-112.54
33.09,-112.5
33.09,-112.46
33.09,-112.42
33.09,-112.38
33.09,-112.34
33.09,-112.3
33.09,-112.26
33.09,-112.22
33.09,-112.18
33.09,-112.14
33.09,-112.1
33.09,-112.06
33.09,-112.02
33.09,-111.98
33.09,-111.94
33.09,-111.9
33.09,-111.86
33.09,-111.82
33.09,-111.78
33.09,-111.74
33.09,-111.7
33.09,-111.66
33.09,-111.62
33.09,-111.58
33.09,-111.54
33.09,-111.5
33.09,-111.46
33.09,-111.42
33.09,-111.38
33.09,-111.34
33.09,-111.3
33.09,-111.26
33.09,-111.22
33.09,-111.18
33.09,-111.14
33.09,-111.1
33.09,-111.06
33.09,-111.02
33.09,-110.98
33.09,-110.94
33.09,-110.9
33.09,-110.86
33.09,-110.82
33.09,-110.78
33.09,-110.74
33.09,-110.7
33.09,-110.66
33.09,-110.62
33.09,-110.58
33.09,-110.54
33.09,-110.5
33.09,-110.46
33.09,-110.42
33.09,-110.38
33.09,-110.34
33.09,-110.3
33.09,-110.26
33.09,-110.22
33.09,-110.18
33.09,-110.14
33.09,-110.1
33.09,-110.06
33.09,-110.02
33.09,-109.98
33.09,-109.94
33.09,-109.9
33.09,-109.86
33.09,-109.82
33.09,-109.78
33.09,-109.74
33.09,-109.7
33.09,-109.66
33.09,-109.62
33.09,-109.58
33.09,-109.54
33.09,-109.5
33.09,-109.46
33.09,-109.42
33.09,-109.38
33.09,-109.34
33.09,-109.3
33.09,-109.26
33.09,-109.22
33.09,-109.18
33.09,-109.14
33.09,-109.1
33.09,-109.06
33.13,-114.66
33.13,-114.62
33.13,-114.58
33.13,-114.54
33.13,-114.5
33.13,-114.46
33.13,-114.42
33.13,-114.38
33.13,-114.34
33.13,-114.3
33.13,-114.26
33.13,-114.22
33.13,-114.18
33.13,-114.14
33.13,-114.1
33.13,-114.06
33.13,-114.02
33.13,-113.98
33.13,-113.94
33.13,-113.9
33.13,-113.86
33.13,-113.82
33.13,-113.78
33.13,-113.74
33.13,-113.7
33.13,-113.66
33.13,-113.62
33.13,-113.58
33.13,-113.54
33.13,-113.5
33.13,-113.46
33.13,-113.42
33.13,-113.38
33.13,-113.34
33.13,-113.3
33.13,-113.26
33.13,-113.22
33.13,-113.18
33.13,-113.14
33.13,-113.1
33.13,-113.06
33.13,-113.02
33.13,-112.98
33.13,-112.94
33.13,-112.9
33.13,-112.86
33.13,-112.82
33.13,-112.78
33.13,-112.74
33.13,-112.7
33.13,-112.66
33.13,-112.62
33.13,-112.58
33.13,-112.54
33.13,-112.5
33.13,-112.46
33.13,-112.42
33.13,-112.38
33.13,-112.34
33.13,-112.3
33.13,-112.26
33.13,-112.22
33.13,-112.18
33.13,-112.14
33.13,-112.1
33.13,-112.06
33.13,-112.02
33.13,-111.98
33.13,-111.94
33.13,-111.9
33.13,-111.86
33.13,-111.82
33.13,-111.78
33.13,-111.74
33.13,-111.7
33.13,-111.66
33.13,-111.62
33.13,-111.58
33.13,-111.54
33.13,-111.5
33.13,-111.46
33.13,-111.42
33.13,-111.38
33.13,-111.34
33.13,-111.3
33.13,-111.26
33.13,-111.22
33.13,-111.18
33.13,-111.14
33.13,-111.1
33.13,-111.06
33.13,-111.02
33.13,-110.98
33.13,-110.94
33.13,-110.9
33.13,-110.86
33.13,-110.82
33.13,-110.78
33.13,-110.74
33.13,-110.7
33.13,-110.66
33.13,-110.62
33.13,-110.58
33.13,-110.54
33.13,-110.5
33.13,-110.46
33.13,-110.42
33.13,-110.38
33.13,-110.34
33.13,-110.3
33.13,-110.26
33.13,-110.22
33.13,-110.18
33.13,-110.14
33.13,-110.1
33.13,-110.06
33.13,-110.02
33.13,-109.98
33.13,-109.94
33.13,-109.9
33.13,-109.86
33.13,-109.82
33.13,-109.78
33.13,-109.74
33.13,-109.7
33.13,-109.66
33.13,-109.62
33.13,-109.58
33.13,-109.54
33.13,-109.5
33.13,-109.46
33.13,-109.42
33.13,-109.38
33.13,-109.34
33.13,-109.3
33.13,-109.26
33.13,-109.22
33.13,-109.18
33.13,-109.14
33.13,-109.1
33.13,-109.06
33.17,-114.66
33.17,-114.62
33.17,-114.58
33.17,-114.54
33.17,-114.5
33.17,-114.46
33.17,-114.42
33.17,-114.38
33.17,-114.34
33.17,-114.3
33.17,-114.26
33.17,-114.22
33.17,-114.18
33.17,-114.14
33.17,-114.1
33.17,-114.06
33.17,-114.02
33.17,-113.98
33.17,-113.94
33.17,-113.9
33.17,-113.86
33.17,-113.82
33.17,-113.78
33.17,-113.74
33.17,-113.7
33.17,-113.66
33.17,-113.62
33.17,-113.58
33.17,-113.54
33.17,-113.5
33.17,-113.46
33.17,-113.42
33.17,-113.38
33.17,-113.34
33.17,-113.3
33.17,-113.26
33.17,-113.22
33.17,-113.18
33.17,-113.14
33.17,-113.1
33.17,-113.06
33.17,-113.02
33.17,-112.98
33.17,-112.94
33.17,-112.9
33.17,-112.86
33.17,-112.82
33.17,-112.78
33.17,-112.74
33.17,-112.7
33.17,-112.66
33.17,-112.62
33.17,-112.58
33.17,-112.54
33.17,-112.5
33.17,-112.46
33.17,-112.42
33.17,-112.38
33.17,-112.34
33.17,-112.3
33.17,-112.26
33.17,-112.22
33.17,-112.18
33.17,-112.14
33.17,-112.1
33.17,-112.06
33.17,-112.02
33.17,-111.98
33.17,-111.94
33.17,-111.9
33.17,-111.86
33.17,-111.82
33.17,-111.78
33.17,-111.74
33.17,-111.7
33.17,-111.66
33.17,-111.62
33.17,-111.58
33.17,-111.54
33.17,-111.5
33.17,-111.46
33.17,-111.42
33.17,-111.38
33.17,-111.34
33.17,-111.3
33.17,-111.26
33.17,-111.22
33.17,-111.18
33.17,-111.14
33.17,-111.1
33.17,-111.06
33.17,-111.02
33.17,-110.98
33.17,-110.94
33.17,-110.9
33.17,-110.86
33.17,-110.82
33.17,-110.78
33.17,-110.74
33.17,-110.7
33.17,-110.66
33.17,-110.62
33.17,-110.58
33.17,-110.54
33.17,-110.5
33.17,-110.46
33.17,-110.42
33.17,-110.38
33.17,-110.34
33.17,-110.3
33.17,-110.26
33.17,-110.22
33.17,-110.18
33.17,-110.14
33.17,-110.1
33.17,-110.06
33.17,-110.02
33.17,-109.98
33.17,-109.94
33.17,-109.9
33.17,-109.86
33.17,-109.82
33.17,-109.78
33.17,-109.74
33.17,-109.7
33.17,-109.66
33.17,-109.62
33.17,-109.58
33.17,-109.54
33.17,-109.5
33.17,-109.46
33.17,-109.42
33.17,-109.38
33.17,-109.34
33.17,-109.3
33.17,-109.26
33.17,-109.22
33.17,-109.18
33.17,-109.14
33.17,-109.1
33.17,-109.06
33.21,-114.66
33.21,-114.62
33.21,-114.58
33.21,-114.54
33.21,-114.5
33.21,-114.46
33.21,-114.42
33.21,-114.38
33.21,-114.34
33.21,-114.3
33.21,-114.26
33.21,-114.22
33.21,-114.18
33.21,-114.14
33.21,-114.1
33.21,-114.06
33.21,-114.02
33.21,-113.98
33.21,-113.94
33.21,-113.9
33.21,-113.86
33.21,-113.82
33.21,-113.78
33.21,-113.74
33.21,-113.7
33.21,-113.66
33.21,-113.62
33.21,-113.58
33.21,-113.54
33.21,-113.5
33.21,-113.46
33.21,-113.42
33.21,-113.38
33.21,-113.34
33.21,-113.3
33.21,-113.26
33.21,-113.22
33.21,-113.18
33.21,-113.14
33.21,-113.1
33.21,-113.06
33.21,-113.02
33.21,-112.98
33.21,-112.94
33.21,-112.9
33.21,-112.86
33.21,-112.82
33.21,-112.78
33.21,-112.74
33.21,-112.7
33.21,-112.66
33.21,-112.62
33.21,-112.58
33.21,-112.54
33.21,-112.5
33.21,-112.46
33.21,-112.42
33.21,-112.38
33.21,-112.34
33.21,-112.3
33.21,-112.26
33.21,-112.22
33.21,-112.18
33.21,-112.14
33.21,-112.1
33.21,-112.06
33.21,-112.02
33.21,-111.98
33.21,-111.94
33.21,-111.9
33.21,-111.86
33.21,-111.82
33.21,-111.78
33.21,-111.74
33.21,-111.7
33.21,-111.66
33.21,-111.62
33.21,-111.58
33.21,-111.54
33.21,-111.5
33.21,-111.46
33.21,-111.42
33.21,-111.38
33.21,-111.34
33.21,-111.3
33.21,-111.26
33.21,-111.22
33.21,-111.18
33.21,-111.14
33.21,-111.1
33.21,-111.06
33.21,-111.02
33.21,-110.98
33.21,-110.94
33.21,-110.9
33.21,-110.86
33.21,-110.82
33.21,-110.78
33.21,-110.74
33.21,-110.7
33.21,-110.66
33.21,-110.62
33.21,-110.58
33.21,-110.54
33.21,-110.5
33.21,-110.46
33.21,-110.42
33.21,-110.38
33.21,-110.34
33.21,-110.3
33.21,-110.26
33.21,-110.22
33.21,-110.18
33.21,-110.14
33.21,-110.1
33.21,-110.06
33.21,-110.02
33.21,-109.98
33.21,-109.94
33.21,-109.9
33.21,-109.86
33.21,-109.82
33.21,-109.78
33.21,-109.74
33.21,-109.7
33.21,-109.66
33.21,-109.62
33.21,-109.58
33.21,-109.54
33.21,-109.5
33.21,-109.46
33.21,-109.42
33.21,-109.38
33.21,-109.34
33.21,-109.3
33.21,-109.26
33.21,-109.22
33.21,-109.18
33.21,-109.14
33.21,-109.1
33.21,-109.06
33.25,-114.66
33.25,-114.62
33.25,-114.58
33.25,-114.54
33.25,-114.5
33.25,-114.46
33.25,-114.42
33.25,-114.38
33.25,-114.34
33.25,-114.3
33.25,-114.26
33.25,-114.22
33.25,-114.18
33.25,-114.14
33.25,-114.1
33.25,-114.06
33.25,-114.02
33.25,-113.98
33.25,-113.94
33.25,-113.9
33.25,-113.86
33.25,-113.82
33.25,-113.78
33.25,-113.74
33.25,-113.7
33.25,-113.66
33.25,-113.62
33.25,-113.58
33.25,-113.54
33.25,-113.5
33.25,-113.46
33.25,-113.42
33.25,-113.38
33.25,-113.34
33.25,-113.3
33.25,-113.26
33.25,-113.22
33.25,-113.18
33.25,-113.14
33.25,-113.1
33.25,-113.06
33.25,-113.02
33.25,-112.98
33.25,-112.94
33.25,-112.9
33.25,-112.86
33.25,-112.82
33.25,-112.78
33.25,-112.74
33.25,-112.7
33.25,-112.66
33.25,-112.62
33.25,-112.58
33.25,-112.54
33.25,-112.5
33.25,-112.46
33.25,-112.42
33.25,-112.38
33.25,-112.34
33.25,-112.3
33.25,-112.26
33.25,-112.22
33.25,-112.18
33.25,-112.14
33.25,-112.1
33.25,-112.06
33.25,-112.02
33.25,-111.98
33.25,-111.94
33.25,-111.9
33.25,-111.86
33.25,-111.82
33.25,-111.78
33.25,-111.74
33.25,-111.7
33.25,-111.66
33.25,-111.62
33.25,-111.58
33.25,-111.54
33.25,-111.5
33.25,-111.46
33.25,-111.42
33.25,-111.38
33.25,-111.34
33.25,-111.3
33.25,-111.26
33.25,-111.22
33.25,-111.18
33.25,-111.14
33.25,-111.1
33.25,-111.06
33.25,-111.02
33.25,-110.98
33.25,-110.94
33.25,-110.9
33.25,-110.86
33.25,-110.82
33.25,-110.78
33.25,-110.74
33.25,-110.7
33.25,-110.66
33.25,-110.62
33.25,-110.58
33.25,-110.54
33.25,-110.5
33.25,-110.46
33.25,-110.42
33.25,-110.38
33.25,-110.34
33.25,-110.3
33.25,-110.26
33.25,-110.22
33.25,-110.18
33.25,-110.14
33.25,-110.1
33.25,-110.06
33.25,-110.02
33.25,-109.98
33.25,-109.94
33.25,-109.9
33.25,-109.86
33.25,-109.82
33.25,-109.78
33.25,-109.74
33.25,-109.7
33.25,-109.66
33.25,-109.62
33.25,-109.58
33.25,-109.54
33.25,-109.5
33.25,-109.46
33.25,-109.42
33.25,-109.38
33.25,-109.34
33.25,-109.3
33.25,-109.26
33.25,-109.22
33.25,-109.18
33.25,-109.14
33.25,-109.1
33.25,-109.06
33.29,-114.7
33.29,-114.66
33.29,-114.62
33.29,-114.58
33.29,-114.54
33.29,-114.5
33.29,-114.46
33.29,-114.42
33.29,-114.38
33.29,-114.34
33.29,-114.3
33.29,-114.26
33.29,-114.22
33.29,-114.18
33.29,-114.14
33.29,-114.1
33.29,-114.06
33.29,-114.02
33.29,-113.98
33.29,-113.94
33.29,-113.9
33.29,-113.86
33.29,-113.82
33.29,-113.78
33.29,-113.74
33.29,-113.7
33.29,-113.66
33.29,-113.62
33.29,-113.58
33.29,-113.54
33.29,-113.5
33.29,-113.46
33.29,-113.42
33.29,-113.38
33.29,-113.34
33.29,-113.3
33.29,-113.26
33.29,-113.22
33.29,-113.18
33.29,-113.14
33.29,-113.1
33.29,-113.06
33.29,-113.02
33.29,-112.98
33.29,-112.94
33.29,-112.9
33.29,-112.86
33.29,-112.82
33.29,-112.78
33.29,-112.74
33.29,-112.7
33.29,-112.66
33.29,-112.62
33.29,-112.58
33.29,-112.54
33.29,-112.5
33.29,-112.46
33.29,-112.42
33.29,-112.38
33.29,-112.34
33.29,-112.3
33.29,-112.26
33.29,-112.22
33.29,-112.18
33.29,-112.14
33.29,-112.1
33.29,-112.06
33.29,-112.02
33.29,-111.98
33.29,-111.94
33.29,-111.9
33.29,-111.86
33.29,-111.82
33.29,-111.78
33.29,-111.74
33.29,-111.7
33.29,-111.66
33.29,-111.62
33.29,-111.58
33.29,-111.54
33.29,-111.5
33.29,-111.46
33.29,-111.42
33.29,-111.38
33.29,-111.34
33.29,-111.3
33.29,-111.26
33.29,-111.22
33.29,-111.18
33.29,-111.14
33.29,-111.1
33.29,-111.06
33.29,-111.02
33.29,-110.98
33.29,-110.94
33.29,-110.9
33.29,-110.86
33.29,-110.82
33.29,-110.78
33.29,-110.74
33.29,-110.7
33.29,-110.66
33.29,-110.62
33.29,-110.58
33.29,-110.54
33.29,-110.5
33.29,-110.46
33.29,-110.42
33.29,-110.38
33.29,-110.34
33.29,-110.3
33.29,-110.26
33.29,-110.22
33.29,-110.18
33.29,-110.14
33.29,-110.1
33.29,-110.06
33.29,-110.02
33.29,-109.98
33.29,-109.94
33.29,-109.9
33.29,-109.86
33.29,-109.82
33.29,-109.78
33.29,-109.74
33.29,-109.7
33.29,-109.66
33.29,-109.62
33.29,-109.58
33.29,-109.54
33.29,-109.5
33.29,-109.46
33.29,-109.42
33.29,-109.38
33.29,-109.34
33.29,-109.3
33.29,-109.26
33.29,-109.22
33.29,-109.18
33.29,-109.14
33.29,-109.1
33.29,-109.06
33.33,-114.7
33.33,-114.66
33.33,-114.62
33.33,-114.58
33.33,-114.54
33.33,-114.5
33.33,-114.46
33.33,-114.42
33.33,-114.38
33.33,-114.34
33.33,-114.3
33.33,-114.26
33.33,-114.22
33.33,-114.18
33.33,-114.14
33.33,-114.1
33.33,-114.06
33.33,-114.02
33.33,-113.98
33.33,-113.94
33.33,-113.9
33.33,-113.86
33.33,-113.82
33.33,-113.78
33.33,-113.74
33.33,-113.7
33.33,-113.66
33.33,-113.62
33.33,-113.58
33.33,-113.54
33.33,-113.5
33.33,-113.46
33.33,-113.42
33.33,-113.38
33.33,-113.34
33.33,-113.3
33.33,-113.26
33.33,-113.22
33.33,-113.18
33.33,-113.14
33.33,-113.1
33.33,-113.06
33.33,-113.02
33.33,-112.98
33.33,-112.94
33.33,-112.9
33.33,-112.86
33.33,-112.82
33.33,-112.78
33.33,-112.74
33.33,-112.7
33.33,-112.66
33.33,-112.62
33.33,-112.58
33.33,-112.54
33.33,-112.5
33.33,-112.46
33.33,-112.42
33.33,-112.38
33.33,-112.34
33.33,-112.3
33.33,-112.26
33.33,-112.22
33.33,-112.18
33.33,-112.14
33.33,-112.1
33.33,-112.06
33.33,-112.02
33.33,-111.98
33.33,-111.94
33.33,-111.9
33.33,-111.86
33.33,-111.82
33.33,-111.78
33.33,-111.74
33.33,-111.7
33.33,-111.66
33.33,-111.62
33.33,-111.58
33.33,-111.54
33.33,-111.5
33.33,-111.46
33.33,-111.42
33.33,-111.38
33.33,-111.34
33.33,-111.3
33.33,-111.26
33.33,-111.22
33.33,-111.18
33.33,-111.14
33.33,-111.1
33.33,-111.06
33.33,-111.02
33.33,-110.98
33.33,-110.94
33.33,-110.9
33.33,-110.86
33.33,-110.82
33.33,-110.78
33.33,-110.74
33.33,-110.7
33.33,-110.66
33.33,-110.62
33.33,-110.58
33.33,-110.54
33.33,-110.5
33.33,-110.46
33.33,-110.42
33.33,-110.38
33.33,-110.34
33.33,-110.3
33.33,-110.26
33.33,-110.22
33.33,-110.18
33.33,-110.14
33.33,-110.1
33.33,-110.06
33.33,-110.02
33.33,-109.98
33.33,-109.94
33.33,-109.9
33.33,-109.86
33.33,-109.82
33.33,-109.78
33.33,-109.74
33.33,-109.7
33.33,-109.66
33.33,-109.62
33.33,-109.58
33.33,-109.54
33.33,-109.5
33.33,-109.46
33.33,-109.42
33.33,-109.38
33.33,-109.34
33.33,-109.3
33.33,-109.26
33.33,-109.22
33.33,-109.18
33.33,-109.14
33.33,-109.1
33.33,-109.06
33.37,-114.7
33.37,-114.66
33.37,-114.62
33.37,-114.58
33.37,-114.54
33.37,-114.5
33.37,-114.46
33.37,-114.42
33.37,-114.38
33.37,-114.34
33.37,-114.3
33.37,-114.26
33.37,-114.22
33.37,-114.18
33.37,-114.14
33.37,-114.1
33.37,-114.06
33.37,-114.02
33.37,-113.98
33.37,-113.94
33.37,-113.9
33.37,-113.86
33.37,-113.82
33.37,-113.78
33.37,-113.74
33.37,-113.7
33.37,-113.66
33.37,-113.62
33.37,-113.58
33.37,-113.54
33.37,-113.5
33.37,-113.46
33.37,-113.42
33.37,-113.38
33.37,-113.34
33.37,-113.3
33.37,-113.26
33.37,-113.22
33.37,-113.18
33.37,-113.14
33.37,-113.1
33.37,-113.06
33.37,-113.02
33.37,-112.98
33.37,-112.94
33.37,-112.9
33.37,-112.86
33.37,-112.82
33.37,-112.78
33.37,-112.74
33.37,-112.7
33.37,-112.66
33.37,-112.62
33.37,-112.58
33.37,-112.54
33.37,-112.5
33.37,-112.46
33.37,-112.42
33.37,-112.38
33.37,-112.34
33.37,-112.3
33.37,-112.26
33.37,-112.22
33.37,-112.18
33.37,-112.14
33.37,-112.1
33.37,-112.06
33.37,-112.02
33.37,-111.98
33.37,-111.94
33.37,-111.9
33.37,-111.86
33.37,-111.82
33.37,-111.78
33.37,-111.74
33.37,-111.7
33.37,-111.66
33.37,-111.62
33.37,-111.58
33.37,-111.54
33.37,-111.5
33.37,-111.46
33.37,-111.42
33.37,-111.38
33.37,-111.34
33.37,-111.3
33.37,-111.26
33.37,-111.22
33.37,-111.18
33.37,-111.14
33.37,-111.1
33.37,-111.06
33.37,-111.02
33.37,-110.98
33.37,-110.94
33.37,-110.9
33.37,-110.86
33.37,-110.82
33.37,-110.78
33.37,-110.74
33.37,-110.7
33.37,-110.66
33.37,-110.62
33.37,-110.58
33.37,-110.54
33.37,-110.5
33.37,-110.46
33.37,-110.42
33.37,-110.38
33.37,-110.34
33.37,-110.3
33.37,-110.26
33.37,-110.22
33.37,-110.18
33.37,-110.14
33.37,-110.1
33.37,-110.06
33.37,-110.02
33.37,-109.98
33.37,-109.94
33.37,-109.9
33.37,-109.86
33.37,-109.82
33.37,-109.78
33.37,-109.74
33.37,-109.7
33.37,-109.66
33.37,-109.62
33.37,-109.58
33.37,-109.54
33.37,-109.5
33.37,-109.46
33.37,-109.42
33.37,-109.38
33.37,-109.34
33.37,-109.3
33.37,-109.26
33.37,-109.22
33.37,-109.18
33.37,-109.14
33.37,-109.1
33.37,-109.06
33.41,-114.7
33.41,-114.66
33.41,-114.62
33.41,-114.58
33.41,-114.54
33.41,-114.5
33.41,-114.46
33.41,-114.42
33.41,-114.38
33.41,-114.34
33.41,-114.3
33.41,-114.26
33.41,-114.22
33.41,-114.18
33.41,-114.14
33.41,-114.1
33.41,-114.06
33.41,-114.02
33.41,-113.98
33.41,-113.94
33.41,-113.9
33.41,-113.86
33.41,-113.82
33.41,-113.78
33.41,-113.74
33.41,-113.7
33.41,-113.66
33.41,-113.62
33.41,-113.58
33.41,-113.54
33.41,-113.5
33.41,-113.46
33.41,-113.42
33.41,-113.38
33.41,-113.34
33.41,-113.3
33.41,-113.26
33.41,-113.22
33.41,-113.18
33.41,-113.14
33.41,-113.1
33.41,-113.06
33.41,-113.02
33.41,-112.98
33.41,-112.94
33.41,-112.9
33.41,-112.86
33.41,-112.82
33.41,-112.78
33.41,-112.74
33.41,-112.7
33.41,-112.66
33.41,-112.62
33.41,-112.58
33.41,-112.54
33.41,-112.5
33.41,-112.46
33.41,-112.42
33.41,-112.38
33.41,-112.34
33.41,-112.3
33.41,-112.26
33.41,-112.22
33.41,-112.18
33.41,-112.14
33.41,-112.1
33.41,-112.06
33.41,-112.02
33.41,-111.98
33.41,-111.94
33.41,-111.9
33.41,-111.86
33.41,-111.82
33.41,-111.78
33.41,-111.74
33.41,-111.7
33.41,-111.66
33.41,-111.62
33.41,-111.58
33.41,-111.54
33.41,-111.5
33.41,-111.46
33.41,-111.42
33.41,-111.38
33.41,-111.34
33.41,-111.3
33.41,-111.26
33.41,-111.22
33.41,-111.18
33.41,-111.14
33.41,-111.1
33.41,-111.06
33.41,-111.02
33.41,-110.98
33.41,-110.94
33.41,-110.9
33.41,-110.86
33.41,-110.82
33.41,-110.78
33.41,-110.74
33.41,-110.7
33.41,-110.66
33.41,-110.62
33.41,-110.58
33.41,-110.54
33.41,-110.5
33.41,-110.46
33.41,-110.42
33.41,-110.38
33.41,-110.34
33.41,-110.3
33.41,-110.26
33.41,-110.22
33.41,-110.18
33.41,-110.14
33.41,-110.1
33.41,-110.06
33.41,-110.02
33.41,-109.98
33.41,-109.94
33.41,-109.9
33.41,-109.86
33.41,-109.82
33.41,-109.78
33.41,-109.74
33.41,-109.7
33.41,-109.66
33.41,-109.62
33.41,-109.58
33.41,-109.54
33.41,-109.5
33.41,-109.46
33.41,-109.42
33.41,-109.38
33.41,-109.34
33.41,-109.3
33.41,-109.26
33.41,-109.22
33.41,-109.18
33.41,-109.14
33.41,-109.1
33.41,-109.06
33.45,-114.58
33.45,-114.54
33.45,-114.5
33.45,-114.46
33.45,-114.42
33.45,-114.38
33.45,-114.34
33.45,-114.3
33.45,-114.26
33.45,-114.22
33.45,-114.18
33.45,-114.14
33.45,-114.1
33.45,-114.06
33.45,-114.02
33.45,-113.98
33.45,-113.94
33.45,-113.9
33.45,-113.86
33.45,-113.82
33.45,-113.78
33.45,-113.74
33.45,-113.7
33.45,-113.66
33.45,-113.62
33.45,-113.58
33.45,-113.54
33.45,-113.5
33.45,-113.46
33.45,-113.42
33.45,-113.38
33.45,-113.34
33.45,-113.3
33.45,-113.26
33.45,-113.22
33.45,-113.18
33.45,-113.14
33.45,-113.1
33.45,-113.06
33.45,-113.02
33.45,-112.98
33.45,-112.94
33.45,-112.9
33.45,-112.86
33.45,-112.82
33.45,-112.78
33.45,-112.74
33.45,-112.7
33.45,-112.66
33.45,-112.62
33.45,-112.58
33.45,-112.54
33.45,-112.5
33.45,-112.46
33.45,-112.42
33.45,-112.38
33.45,-112.34
33.45,-112.3
33.45,-112.26
33.45,-112.22
33.45,-112.18
33.45,-112.14
33.45,-112.1
33.45,-112.06
33.45,-112.02
33.45,-111.98
33.45,-111.94
33.45,-111.9
33.45,-111.86
33.45,-111.82
33.45,-111.78
33.45,-111.74
33.45,-111.7
33.45,-111.66
33.45,-111.62
33.45,-111.58
33.45,-111.54
33.45,-111.5
33.45,-111.46
33.45,-111.42
33.45,-111.38
33.45,-111.34
33.45,-111.3
33.45,-111.26
33.45,-111.22
33.45,-111.18
33.45,-111.14
33.45,-111.1
