latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean2022,dni_mean2022,dhi_mean2022,temp_mean2022,wind_mean2022,sp_mean2022,Solar_Energy2022
36.85,-111.46,1430.32,-7,b'United States',b'Arizona',b'Coconino',b'None',869,130,229.999200913242,311.61170091324203,51.63059360730593,132.3033105022831,22.817979452054793,852.8190639269407,362.6627399999999
36.85,-111.42,1416.36,-7,b'United States',b'Arizona',b'Coconino',b'None',49,130,228.57928082191785,307.34554794520545,52.55091324200913,129.07060502283105,22.88230593607306,847.6115867579908,360.42381000000006
36.85,-111.38,1407.12,-7,b'United States',b'Arizona',b'Coconino',b'None',2,130,228.22220319634704,305.4930936073059,53.034075342465755,131.24537671232878,22.750856164383563,850.9630136986301,359.86076999999995
36.85,-111.34,1496.52,-7,b'United States',b'Arizona',b'Coconino',b'None',179,130,227.05970319634704,303.89018264840183,52.638812785388126,128.57083333333333,22.613470319634704,846.5525684931507,358.02774
36.85,-111.3,1575.1,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,228.96175799086757,309.98053652968036,51.60285388127854,120.5759703196347,22.685901826484017,833.7074200913243,361.02689999999996
36.85,-111.26,1499.76,-7,b'United States',b'Arizona',b'Coconino',b'None',4,130,230.2769406392694,312.36541095890414,51.48995433789954,123.4759703196347,22.576769406392692,838.1965182648402,363.10068
36.85,-111.22,1293.2,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,229.62939497716897,310.2654680365297,51.232077625570774,134.3771689497717,22.681335616438357,855.6928652968037,362.07963
36.85,-111.18,1280.0,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,230.3466894977169,312.34663242009134,50.798801369863014,143.52665525114156,22.605422374429224,870.4795662100456,363.21066
36.85,-111.14,1346.4,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,230.37819634703197,312.3320776255708,50.786872146118725,138.6589611872146,22.70861872146119,861.8344748858448,363.26034
36.85,-111.1,1352.4,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,230.1978310502283,311.509703196347,50.965981735159815,135.82140410958905,22.95005707762557,856.9001712328767,362.97594
36.85,-111.06,1412.04,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,230.3691210045662,311.30142694063926,51.38373287671233,136.70958904109588,23.292294520547944,858.1485730593607,363.24602999999996
36.85,-111.02,1477.28,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,230.31227168949772,311.7152397260274,51.26832191780822,132.72003424657535,23.930365296803657,851.2368721461187,363.15639
36.85,-110.98,1420.04,-7,b'United States',b'Arizona',b'Coconino',b'None',16,130,229.62848173515985,309.7796803652968,51.60279680365297,135.21175799086757,23.98156392694064,855.0908675799087,362.07819
36.85,-110.94,1504.04,-7,b'United States',b'Arizona',b'Coconino',b'None',1,130,229.07699771689497,309.16615296803656,51.55684931506849,127.39800228310504,25.08732876712329,842.0165525114155,361.20860999999996
36.85,-110.9,1549.8,-7,b'United States',b'Arizona',b'Coconino',b'None',0,130,228.6591894977169,309.06352739726026,51.52442922374429,129.76381278538813,25.20222602739726,845.6204908675799,360.54981000000004
