latitude,longitude,elevation,timezone,country,state,county,urban,population,landcover,ghi_mean,dni_mean,dhi_mean,temp_mean,wind_mean,sp_mean
34.97,-114.14,665.92,-7,b'United States',b'Arizona',b'Mohave',b'None',8,130,250.61395719489983,345.7264344262295,48.59363615664845,209.5096766848816,26.193476775956285,930.8541097449909
34.97,-114.1,714.3,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,250.64907786885246,345.9269694899818,48.533356102003644,206.34437613843352,26.371357012750455,925.2329234972677
34.97,-114.06,808.24,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,250.05225409836066,346.4664162112933,47.73650956284153,202.30424635701274,26.477231329690348,918.4065346083788
34.97,-114.02,1073.32,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,250.68875227686704,351.38433515482694,46.32257513661202,179.79593579234972,26.813524590163933,882.0170195810565
34.97,-113.98,1473.88,-7,b'United States',b'Arizona',b'Mohave',b'None',0,70,251.74351092896174,357.61435564663026,44.955430327868854,169.12534153005464,26.88860428051002,864.7113501821493
34.97,-113.94,1867.84,-7,b'United States',b'Arizona',b'Mohave',b'None',3,70,253.52197176684882,365.60268670309654,43.25717213114754,137.34488843351548,27.012181238615664,814.8940687613843
34.97,-113.9,1765.15,-7,b'United States',b'Arizona',b'Mohave',b'None',0,70,251.2808515482696,358.79343123861565,45.103882058287795,143.7786316029144,27.038194444444443,825.1026297814208
34.97,-113.86,1600.24,-7,b'United States',b'Arizona',b'Mohave',b'None',0,30,249.87949681238615,353.4043146630237,46.13877504553734,156.01764571949,27.05532786885246,844.4220173041895
34.97,-113.82,1440.84,-7,b'United States',b'Arizona',b'Mohave',b'None',0,140,248.4940801457195,349.5117258652095,46.755806010928964,175.11629098360655,27.066142987249545,875.3290642076503
34.97,-113.78,1190.24,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,246.79735883424408,343.471766848816,47.833902550091075,183.59619763205828,27.066541438979964,889.2209699453551
34.97,-113.74,1102.08,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,247.27293943533698,344.1894353369763,47.6905737704918,193.72797131147541,27.06648451730419,905.9728483606557
34.97,-113.7,1011.95,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,246.92184653916212,341.5987021857924,48.29792805100182,194.56995673952642,27.06619990892532,907.4348816029144
34.97,-113.66,889.2,-7,b'United States',b'Arizona',b'Mohave',b'None',3,130,246.31785063752278,339.949852003643,48.404314663023676,204.25705828779599,27.064207650273225,923.7509676684882
34.97,-113.62,1027.04,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,247.02675318761385,342.7809653916211,47.59670992714025,190.67264344262296,27.065175318761383,901.0079690346083
34.97,-113.58,1037.08,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,247.42594489981786,344.37221083788705,47.111168032786885,198.68562158469945,27.066541438979964,914.5285746812386
34.97,-113.54,1153.4,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,248.73389116575592,348.432718579235,46.213057832422585,184.91427595628414,27.078779599271403,891.6903460837887
34.97,-113.5,1332.45,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,249.95104735883424,353.23224043715845,45.16273907103825,174.55333561020038,27.13023679417122,873.9318078324226
34.97,-113.46,1335.92,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,248.9570810564663,350.34966985428053,45.58219489981785,178.442793715847,27.397768670309652,880.8318533697632
34.97,-113.42,1337.16,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,248.77851775956285,350.4274817850638,45.28244535519126,172.24288479052822,27.502390710382514,870.8633879781421
34.97,-113.38,1463.96,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,249.5398451730419,353.40414389799633,44.834016393442624,163.59027777777777,27.857297358834245,857.916325136612
34.97,-113.34,1586.12,-7,b'United States',b'Arizona',b'Mohave',b'None',0,130,249.34796220400727,353.9668146630237,44.693476775956285,162.47569444444446,27.981785063752277,858.0858948087432
34.97,-113.3,1768.7,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,130,251.39116575591984,361.3019694899818,43.19114298724954,137.0951161202186,28.07969034608379,819.0539617486339
34.97,-113.26,1832.36,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,130,250.15551001821493,358.0018214936248,44.10479280510018,145.69239526411658,28.10490664845173,832.6152663934427
34.97,-113.22,1700.12,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,130,248.35763888888889,354.1471425318761,44.52903005464481,153.28028233151184,28.120161657559198,844.7863729508197
34.97,-113.18,1731.12,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,30,248.8016848816029,355.90004553734065,43.89042577413479,152.5585154826958,28.125341530054644,843.9212204007285
34.97,-113.14,1785.24,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,110,248.76559653916212,356.21607468123864,44.01775956284153,145.619706284153,28.125569216757743,833.1680327868852
34.97,-113.1,1702.25,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,120,248.0981329690346,354.5735428051002,44.45167349726776,153.16951275045537,28.125910746812387,845.0225979052823
34.97,-113.06,1719.68,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,120,248.0255009107468,354.70736566484516,44.334073315118395,151.09392076502732,28.124544626593806,841.7071379781421
34.97,-113.02,1804.88,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,100,248.1014913479053,356.0255009107468,44.29713114754098,143.35416666666666,28.10997267759563,829.5816256830601
34.97,-112.98,1913.0,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,246.76263661202185,350.26109972677597,46.85439435336976,141.47478369763206,28.09557149362477,826.6425887978143
34.97,-112.94,2052.0,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,247.05959699453553,352.46687158469945,46.52755009107468,123.37961065573771,27.97700364298725,799.0779826958105
34.97,-112.9,1947.35,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,245.70099043715848,349.3611680327869,46.77214253187614,132.09739298724955,27.90858378870674,812.4086407103825
34.97,-112.86,1826.68,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,245.38615664845173,347.4725068306011,46.80510018214936,130.01024590163934,27.463968579234972,809.0633538251366
34.97,-112.82,1624.72,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,244.49772313296904,343.653233151184,47.51548269581056,151.46618852459017,26.637408925318763,842.9351662112932
34.97,-112.78,1553.16,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,70,245.10974499089252,344.8674863387978,47.0968237704918,150.97444216757742,26.31637067395264,842.3198428961749
34.97,-112.74,1483.44,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,140,245.44097222222223,344.3915642076503,47.31267076502732,156.9293602003643,25.778290072859743,852.6632513661202
34.97,-112.7,1445.95,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,120,246.3701616575592,346.1614867941712,46.599897540983605,156.82473816029145,25.72876821493625,854.1685450819672
34.97,-112.66,1407.28,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,30,246.66313752276866,345.81961520947175,46.83173952641166,158.26952413479052,25.6382058287796,856.8387978142076
34.97,-112.62,1377.2,-7,b'United States',b'Arizona',b'Yavapai',b'None',1,130,246.70451958105647,345.08105646630236,47.07308743169399,158.91495901639345,25.636612021857925,858.0025045537341
34.97,-112.58,1363.16,-7,b'United States',b'Arizona',b'Yavapai',b'None',1,30,246.72279143897995,344.5154826958106,47.25313069216758,159.63234289617486,25.632229052823316,859.2847222222222
34.97,-112.54,1420.68,-7,b'United States',b'Arizona',b'Yavapai',b'None',2,30,246.59824681238615,345.1681466302368,46.943476775956285,155.61054189435336,25.6316029143898,852.8635587431694
34.97,-112.5,1490.2,-7,b'United States',b'Arizona',b'Yavapai',b'None',1,30,246.07519353369764,345.2391848816029,46.657673041894355,155.02419171220401,25.630749089253186,851.9497381602914
34.97,-112.46,1584.32,-7,b'United States',b'Arizona',b'Yavapai',b'None',2,30,245.3325364298725,344.9408583788707,46.548212659380695,147.46601775956285,25.6265368852459,840.000512295082
34.97,-112.42,1474.72,-7,b'United States',b'Arizona',b'Yavapai',b'None',1,30,244.47415755919855,342.0724043715847,47.07712887067395,151.56728142076503,25.6183970856102,846.6051343351548
34.97,-112.38,1408.84,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,120,243.7022427140255,339.80954007285976,47.53130692167577,156.47461293260474,25.52891621129326,854.8336179417122
34.97,-112.34,1384.96,-7,b'United States',b'Arizona',b'Yavapai',b'None',0,120,243.1010359744991,338.28847905282333,47.84864526411658,156.84346539162112,25.42156193078324,855.6177709471767
34.97,-112.3,1341.7,-7,b'United States',b'Arizona',b'Coconino',b'None',2,120,242.60792349726776,335.7178392531876,48.68835382513661,160.18106785063753,24.429075591985427,861.7934312386157
34.97,-112.26,1390.76,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,241.98861566484518,334.7160177595628,48.68670309653916,160.8981102003643,23.488957194899818,862.1905737704918
34.97,-112.22,1436.28,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,240.998235428051,332.46374089253186,49.13945810564663,159.82451047358833,20.807035519125684,860.9596425318762
34.97,-112.18,1476.52,-7,b'United States',b'Arizona',b'Coconino',b'None',0,70,240.74197404371586,331.43715846994536,49.63962887067395,154.5218010018215,16.71078096539162,853.2471539162113
34.97,-112.14,1579.76,-7,b'United States',b'Arizona',b'Coconino',b'None',1,70,240.73337887067396,331.53990209471766,49.48132969034609,143.72210837887067,10.752959927140255,838.249487704918
